Date,Open,High,Low,Close,Adj Close,Volume,Code
2016-01-04,867,878,816,821,821,11630600,7762
2016-01-12,811,830,784,796,796,9041100,7762
2016-01-18,777,793,731,757,757,12083300,7762
2016-01-25,765,766,696,727,727,16796200,7762
2016-02-01,742,748,684,694,694,14613500,7762
2016-02-08,692,716,623,626,626,15354500,7762
2016-02-15,635,670,600,629,629,19855900,7762
2016-02-22,619,644,606,624,624,15771700,7762
2016-02-29,624,642,592,639,639,16133900,7762
2016-03-07,643,657,615,650,650,18046900,7762
2016-03-14,660,674,626,631,631,11991100,7762
2016-03-22,648,656,634,654,654,9023900,7762
2016-03-28,659,668,592,594,594,13789800,7762
2016-04-04,596,612,576,604,604,19128400,7762
2016-04-11,594,677,580,668,668,16122400,7762
2016-04-18,650,682,641,670,670,14205500,7762
2016-04-25,673,680,622,624,624,10516200,7762
2016-05-02,612,619,596,599,599,6693400,7762
2016-05-09,602,657,597,631,631,17689500,7762
2016-05-16,606,653,601,609,609,18194900,7762
2016-05-23,611,611,585,601,601,18571700,7762
2016-05-30,606,634,592,597,597,39218200,7762
2016-06-06,587,593,565,570,570,17910500,7762
2016-06-13,563,563,534,545,545,19352200,7762
2016-06-20,551,565,481,487,487,15634000,7762
2016-06-27,495,510,474,503,503,12847400,7762
2016-07-04,494,507,482,482,482,15390100,7762
2016-07-11,494,565,493,555,555,15606300,7762
2016-07-19,563,573,551,560,560,8642200,7762
2016-07-25,562,574,541,554,554,13287700,7762
2016-08-01,547,552,493,516,516,20890200,7762
2016-08-08,522,566,521,559,559,13153800,7762
2016-08-15,540,559,506,550,550,22733300,7762
2016-08-22,551,559,534,544,544,10575200,7762
2016-08-29,557,577,553,568,568,8936400,7762
2016-09-05,571,575,553,561,561,8917000,7762
2016-09-12,554,556,511,526,526,14441400,7762
2016-09-20,525,551,524,548,548,9245200,7762
2016-09-26,543,544,520,526,526,12627200,7762
2016-10-03,530,577,525,573,573,12395600,7762
2016-10-11,575,576,549,562,562,7974500,7762
2016-10-17,565,582,557,575,575,7628600,7762
2016-10-24,580,598,576,589,589,8453400,7762
2016-10-31,591,595,555,567,567,7372400,7762
2016-11-07,577,607,544,592,592,14566100,7762
2016-11-14,602,665,602,664,664,17261200,7762
2016-11-21,670,734,669,722,722,11716000,7762
2016-11-28,715,728,683,714,714,12945300,7762
2016-12-05,709,763,700,762,762,10197000,7762
2016-12-12,767,767,719,758,758,11872100,7762
2016-12-19,755,755,713,724,724,7668600,7762
2016-12-26,724,729,685,699,699,8771800,7762
2017-01-04,708,726,699,706,706,5089400,7762
2017-01-10,705,712,686,698,698,7987700,7762
2017-01-16,694,702,673,700,700,7036700,7762
2017-01-23,687,737,683,729,729,10900800,7762
2017-01-30,717,734,688,717,717,11789500,7762
2017-02-06,722,728,666,720,720,12646200,7762
2017-02-13,681,742,671,738,738,16365200,7762
2017-02-20,739,753,728,738,738,8020100,7762
2017-02-27,729,759,716,746,746,11274300,7762
2017-03-06,746,763,733,761,761,8502700,7762
2017-03-13,762,775,751,764,764,7088500,7762
2017-03-21,771,781,737,744,744,7196100,7762
2017-03-27,740,750,714,714,714,12052200,7762
2017-04-03,710,715,680,691,691,13825700,7762
2017-04-10,699,711,672,682,682,8984400,7762
2017-04-17,672,709,667,706,706,9016100,7762
2017-04-24,720,744,708,739,739,9071800,7762
2017-05-01,732,748,731,745,745,2284700,7762
2017-05-08,758,785,757,764,764,10411200,7762
2017-05-15,734,755,717,725,725,8846800,7762
2017-05-22,727,742,725,739,739,6302500,7762
2017-05-29,740,768,718,760,760,8594500,7762
2017-06-05,756,770,742,766,766,6925800,7762
2017-06-12,763,769,743,757,757,6995000,7762
2017-06-19,749,777,741,775,775,7536000,7762
2017-06-26,773,803,768,788,788,7850100,7762
2017-07-03,793,820,791,804,804,8196000,7762
2017-07-10,816,832,808,823,823,6295600,7762
2017-07-18,816,824,804,820,820,3681600,7762
2017-07-24,813,823,802,812,812,4896500,7762
2017-07-31,812,849,811,825,825,7673800,7762
2017-08-07,824,844,807,829,829,5972400,7762
2017-08-14,760,772,746,752,752,10020900,7762
2017-08-21,755,765,742,753,753,4781900,7762
2017-08-28,768,784,751,780,780,5787700,7762
2017-09-04,777,779,747,751,751,6541800,7762
2017-09-11,760,799,758,773,773,6214400,7762
2017-09-19,778,795,775,785,785,6493200,7762
2017-09-25,793,795,766,775,775,7660300,7762
2017-10-02,779,785,768,769,769,6599800,7762
2017-10-10,766,807,765,801,801,7826800,7762
2017-10-16,809,819,795,811,811,7619800,7762
2017-10-23,824,845,815,844,844,5711600,7762
2017-10-30,836,847,824,839,839,8079100,7762
2017-11-06,844,850,809,818,818,9341600,7762
2017-11-13,852,872,802,824,824,12012100,7762
2017-11-20,816,844,808,830,830,5590000,7762
2017-11-27,836,838,807,816,816,6394500,7762
2017-12-04,870,875,811,832,832,12288600,7762
2017-12-11,833,845,816,821,821,7084900,7762
2017-12-18,825,842,813,841,841,5955200,7762
2017-12-25,847,850,816,827,827,3792800,7762
2018-01-04,838,862,833,859,859,2674000,7762
