Date,Open,High,Low,Close,Adj Close,Volume,Code
2016-01-04,6570,6651,6113,6183,6183,7136800,4063
2016-01-12,6103,6348,6068,6144,6144,5564900,4063
2016-01-18,6002,6156,5593,5931,5931,8621500,4063
2016-01-25,6021,6120,5807,6081,6081,7378400,4063
2016-02-01,6181,6200,5725,5831,5831,7068100,4063
2016-02-08,5784,6016,5160,5182,5182,7707500,4063
2016-02-15,5407,5858,5393,5675,5675,8238200,4063
2016-02-22,5575,6011,5556,5948,5948,7467300,4063
2016-02-29,5859,6072,5571,6055,6055,10285900,4063
2016-03-07,6066,6110,5808,5993,5993,8890900,4063
2016-03-14,6090,6175,5894,6001,6001,7413900,4063
2016-03-22,6063,6141,5789,5898,5898,4817800,4063
2016-03-28,5916,5939,5667,5680,5680,6534000,4063
2016-04-04,5694,5884,5517,5819,5819,7674300,4063
2016-04-11,5811,6176,5677,6127,6127,6511200,4063
2016-04-18,5908,6324,5886,6299,6299,6381100,4063
2016-04-25,6305,6653,6187,6203,6203,7847400,4063
2016-05-02,5963,6200,5941,6066,6066,4001100,4063
2016-05-09,6150,6341,6032,6173,6173,6339600,4063
2016-05-16,6186,6422,6151,6340,6340,4183500,4063
2016-05-23,6316,6409,6175,6293,6293,4197800,4063
2016-05-30,6358,6472,6094,6136,6136,6080900,4063
2016-06-06,6051,6373,6039,6262,6262,6608900,4063
2016-06-13,6137,6144,5846,5972,5972,6527800,4063
2016-06-20,6075,6180,5603,5707,5707,5954600,4063
2016-06-27,5760,6105,5701,6050,6050,5777800,4063
2016-07-04,5968,6088,5872,5901,5901,4774500,4063
2016-07-11,6001,6453,5996,6443,6443,6705100,4063
2016-07-19,6450,6454,6158,6227,6227,5177500,4063
2016-07-25,6318,7163,6131,7064,7064,11274900,4063
2016-08-01,6880,7099,6592,6846,6846,8927600,4063
2016-08-08,7077,7231,7020,7074,7074,6255300,4063
2016-08-15,7010,7390,6936,7298,7298,6184000,4063
2016-08-22,7315,7446,7154,7276,7276,8096600,4063
2016-08-29,7350,7639,7328,7405,7405,7287500,4063
2016-09-05,7520,7527,7188,7240,7240,7475200,4063
2016-09-12,7103,7136,6966,7044,7044,7020500,4063
2016-09-20,6961,7195,6961,7126,7126,2970600,4063
2016-09-26,7106,7144,6872,7002,7002,5329500,4063
2016-10-03,7138,7602,7071,7504,7504,6898000,4063
2016-10-11,7474,7559,7212,7260,7260,5689000,4063
2016-10-17,7263,7544,7251,7514,7514,5635100,4063
2016-10-24,7561,7813,7522,7781,7781,7240100,4063
2016-10-31,8001,8009,7651,7811,7811,6117700,4063
2016-11-07,7985,8348,7400,8242,8242,11154700,4063
2016-11-14,8238,8399,8154,8239,8239,7477300,4063
2016-11-21,8285,8327,8066,8160,8160,7533800,4063
2016-11-28,8107,8815,8088,8611,8611,9893900,4063
2016-12-05,8550,9422,8539,9123,9123,10841700,4063
2016-12-12,9123,9191,8933,9078,9078,7966100,4063
2016-12-19,9060,9365,9052,9244,9244,4686700,4063
2016-12-26,9244,9348,8983,9067,9067,5150100,4063
2017-01-04,9158,9458,9131,9437,9437,4381400,4063
2017-01-10,9437,9510,9290,9472,9472,5348200,4063
2017-01-16,9424,9720,9315,9655,9655,8692900,4063
2017-01-23,9604,10120,9510,9890,9890,10598200,4063
2017-01-30,9890,9909,9650,9731,9731,8794400,4063
2017-02-06,9701,9828,9390,9815,9815,8141400,4063
2017-02-13,9850,9909,9630,9893,9893,6684800,4063
2017-02-20,9798,9939,9730,9754,9754,4993800,4063
2017-02-27,9619,10035,9491,9798,9798,8088800,4063
2017-03-06,9726,9734,9562,9677,9677,5873700,4063
2017-03-13,9705,9760,9567,9663,9663,4575600,4063
2017-03-21,9735,9735,9410,9635,9635,4549000,4063
2017-03-27,9485,9868,9485,9644,9644,5704800,4063
2017-04-03,9727,9747,9372,9415,9415,6362100,4063
2017-04-10,9443,9525,9174,9341,9341,6123400,4063
2017-04-17,9250,9433,9209,9360,9360,5010300,4063
2017-04-24,9496,9836,9415,9684,9684,6132200,4063
2017-05-01,9515,9702,9515,9598,9598,2309900,4063
2017-05-08,9828,10020,9792,9936,9936,7267700,4063
2017-05-15,9870,9999,9588,9796,9796,5777700,4063
2017-05-22,9836,9988,9791,9851,9851,4716600,4063
2017-05-29,9952,10190,9792,10150,10150,5721300,4063
2017-06-05,10090,10360,9976,10065,10065,6535500,4063
