Date,Open,High,Low,Close,Adj Close,Volume,Code
2016-01-04,1707.0,1732.0,1539.5,1559.5,1559.5,19200900,5802
2016-01-12,1538.0,1581.5,1503.0,1513.0,1513.0,11070100,5802
2016-01-18,1485.0,1530.0,1421.0,1509.5,1509.5,12797700,5802
2016-01-25,1528.0,1574.5,1463.5,1563.5,1563.5,14205000,5802
2016-02-01,1590.0,1597.0,1456.0,1514.5,1514.5,20865000,5802
2016-02-08,1484.0,1518.0,1250.0,1254.5,1254.5,18266300,5802
2016-02-15,1314.5,1412.0,1297.5,1338.5,1338.5,15096400,5802
2016-02-22,1327.5,1392.5,1309.0,1350.0,1350.0,12997100,5802
2016-02-29,1375.0,1445.0,1324.0,1442.5,1442.5,13593500,5802
2016-03-07,1439.5,1444.5,1336.0,1389.5,1389.5,18746200,5802
2016-03-14,1410.0,1431.5,1331.0,1341.0,1341.0,14390300,5802
2016-03-22,1371.0,1396.5,1348.5,1392.5,1392.5,11255600,5802
2016-03-28,1405.5,1413.5,1303.5,1309.0,1309.0,12309400,5802
2016-04-04,1299.5,1316.0,1204.0,1237.0,1237.0,19595600,5802
2016-04-11,1224.0,1352.0,1201.0,1339.5,1339.5,18630300,5802
2016-04-18,1279.0,1384.5,1276.0,1381.5,1381.5,16624300,5802
2016-04-25,1405.0,1437.5,1300.0,1345.0,1345.0,14364900,5802
2016-05-02,1270.0,1295.5,1267.0,1282.5,1282.5,7140500,5802
2016-05-09,1293.5,1339.0,1257.0,1259.0,1259.0,16253800,5802
2016-05-16,1370.0,1490.5,1350.0,1485.0,1485.0,30258100,5802
2016-05-23,1466.0,1571.5,1450.5,1551.0,1551.0,21792000,5802
2016-05-30,1555.0,1588.5,1530.5,1565.5,1565.5,21971100,5802
2016-06-06,1519.0,1570.0,1516.5,1535.0,1535.0,20194900,5802
2016-06-13,1505.0,1513.5,1396.5,1420.5,1420.5,21287400,5802
2016-06-20,1460.5,1495.0,1328.0,1341.5,1341.5,20588400,5802
2016-06-27,1361.5,1376.5,1294.5,1337.5,1337.5,17592300,5802
2016-07-04,1324.0,1348.0,1237.0,1244.0,1244.0,18678600,5802
2016-07-11,1281.0,1443.5,1279.0,1426.0,1426.0,17261500,5802
2016-07-19,1426.0,1454.5,1397.0,1417.0,1417.0,9410500,5802
2016-07-25,1425.5,1447.5,1379.0,1434.5,1434.5,14176300,5802
2016-08-01,1410.0,1440.0,1306.5,1345.5,1345.5,16170900,5802
2016-08-08,1375.0,1412.0,1363.0,1406.0,1406.0,8836300,5802
2016-08-15,1401.0,1424.0,1371.5,1409.0,1409.0,10979600,5802
2016-08-22,1411.0,1448.0,1403.5,1415.0,1415.0,11782800,5802
2016-08-29,1461.0,1551.0,1460.0,1529.5,1529.5,16159700,5802
2016-09-05,1555.5,1561.0,1478.0,1503.0,1503.0,14224300,5802
2016-09-12,1484.0,1496.0,1425.0,1437.0,1437.0,13151200,5802
2016-09-20,1429.0,1485.0,1420.5,1465.0,1465.0,8901900,5802
2016-09-26,1446.5,1457.5,1402.0,1416.0,1416.0,15488300,5802
2016-10-03,1421.0,1513.0,1417.0,1482.0,1482.0,12799700,5802
2016-10-11,1486.0,1539.0,1483.0,1523.0,1523.0,15496400,5802
2016-10-17,1537.0,1547.5,1516.5,1530.0,1530.0,13141700,5802
2016-10-24,1528.0,1568.0,1519.0,1559.5,1559.5,14901100,5802
2016-10-31,1550.0,1561.5,1358.0,1381.0,1381.0,22578800,5802
2016-11-07,1390.5,1482.0,1334.0,1473.0,1473.0,33533400,5802
2016-11-14,1495.0,1586.5,1486.0,1569.5,1569.5,22167900,5802
2016-11-21,1574.0,1660.0,1559.0,1634.5,1634.5,12492500,5802
2016-11-28,1621.5,1635.0,1596.0,1620.5,1620.5,17225500,5802
2016-12-05,1604.0,1696.0,1592.5,1683.5,1683.5,18601100,5802
2016-12-12,1700.5,1718.5,1663.5,1707.0,1707.0,13720400,5802
2016-12-19,1692.5,1716.5,1670.5,1712.5,1712.5,10591000,5802
2016-12-26,1707.5,1716.5,1662.0,1686.5,1686.5,10492200,5802
2017-01-04,1688.5,1733.0,1632.5,1650.0,1650.0,10357300,5802
2017-01-10,1638.0,1661.0,1630.5,1659.0,1659.0,10930800,5802
2017-01-16,1653.0,1678.5,1593.0,1670.5,1670.5,11158600,5802
2017-01-23,1641.5,1673.5,1611.0,1667.0,1667.0,10198700,5802
2017-01-30,1658.5,1795.0,1625.0,1758.5,1758.5,18536400,5802
2017-02-06,1790.0,1855.5,1738.0,1847.5,1847.5,16118100,5802
2017-02-13,1862.5,1912.0,1848.5,1872.5,1872.5,15438200,5802
2017-02-20,1873.0,1898.5,1846.0,1866.0,1866.0,11288800,5802
2017-02-27,1847.0,1896.0,1819.5,1882.0,1882.0,15254100,5802
2017-03-06,1880.0,1949.0,1869.0,1933.5,1933.5,13464500,5802
2017-03-13,1938.5,1947.0,1900.0,1909.5,1909.5,12089300,5802
2017-03-21,1888.5,1895.0,1829.0,1857.5,1857.5,9856100,5802
2017-03-27,1836.0,1872.5,1820.0,1846.0,1846.0,14410900,5802
2017-04-03,1846.5,1848.0,1726.0,1738.5,1738.5,16425700,5802
2017-04-10,1751.0,1773.5,1695.0,1719.0,1719.0,11394900,5802
2017-04-17,1706.0,1741.0,1666.5,1734.5,1734.5,14811100,5802
2017-04-24,1764.0,1826.5,1732.5,1816.5,1816.5,13672300,5802
2017-05-01,1828.0,1879.5,1824.5,1868.5,1868.5,5665000,5802
2017-05-08,1867.5,1909.5,1854.0,1879.0,1879.0,16868600,5802
2017-05-15,1919.0,1920.0,1797.5,1810.5,1810.5,16913400,5802
2017-05-22,1812.5,1836.0,1792.0,1793.0,1793.0,10335100,5802
2017-05-29,1790.0,1830.0,1747.0,1819.0,1819.0,13554400,5802
2017-06-05,1802.0,1806.5,1726.5,1733.5,1733.5,16119000,5802
2017-06-12,1720.0,1760.0,1710.0,1723.5,1723.5,15399600,5802
2017-06-19,1720.0,1747.5,1700.5,1706.5,1706.5,13299000,5802
2017-06-26,1703.5,1749.5,1699.0,1730.0,1730.0,12686200,5802
2017-07-03,1726.0,1788.5,1721.0,1781.0,1781.0,12815100,5802
2017-07-10,1799.0,1801.5,1759.5,1779.0,1779.0,11548000,5802
2017-07-18,1778.5,1778.5,1740.5,1753.5,1753.5,7678500,5802
2017-07-24,1736.5,1780.0,1727.0,1769.0,1769.0,11597400,5802
2017-07-31,1771.0,1800.0,1708.0,1747.5,1747.5,20066800,5802
2017-08-07,1761.5,1771.5,1734.5,1767.0,1767.0,11149300,5802
2017-08-14,1757.0,1785.5,1713.5,1716.0,1716.0,16341800,5802
2017-08-21,1720.5,1744.0,1695.5,1734.5,1734.5,11188400,5802
2017-08-28,1736.0,1739.0,1697.5,1705.0,1705.0,11975300,5802
2017-09-04,1694.0,1708.5,1667.0,1672.5,1672.5,14249200,5802
2017-09-11,1695.5,1746.0,1687.5,1732.0,1732.0,12575300,5802
2017-09-19,1754.5,1825.0,1750.0,1819.5,1819.5,11146600,5802
2017-09-25,1835.0,1842.0,1761.5,1838.0,1838.0,15265200,5802
2017-10-02,1839.0,1865.0,1823.5,1839.0,1839.0,12577000,5802
2017-10-10,1826.5,1863.0,1824.0,1856.5,1856.5,9865200,5802
2017-10-16,1855.5,1862.0,1827.0,1857.0,1857.0,10152800,5802
2017-10-23,1872.5,1930.0,1866.0,1920.5,1920.5,11887500,5802
2017-10-30,1913.5,1953.5,1903.0,1953.5,1953.5,10657300,5802
2017-11-06,1918.0,1986.0,1877.5,1931.5,1931.5,22160200,5802
2017-11-13,1926.0,1937.0,1844.5,1871.0,1871.0,12934000,5802
2017-11-20,1870.0,1953.5,1866.0,1913.0,1913.0,9719600,5802
2017-11-27,1913.0,1969.0,1877.0,1898.0,1898.0,18269100,5802
2017-12-04,1907.5,1912.0,1820.0,1840.5,1840.5,17485700,5802
2017-12-11,1847.0,1891.0,1830.5,1835.5,1835.5,12867900,5802
2017-12-18,1854.0,1928.0,1842.5,1924.5,1924.5,9712000,5802
2017-12-25,1930.0,1931.5,1900.0,1905.0,1905.0,4872200,5802
2018-01-04,1919.0,1960.0,1913.5,1953.5,1953.5,4659200,5802
2018-01-09,1973.0,1992.5,1944.5,1950.0,1950.0,9911400,5802
2018-01-15,1955.0,1968.5,1932.5,1953.0,1953.0,9754600,5802
2018-01-22,1950.0,1964.0,1888.5,1890.0,1890.0,9041300,5802
2018-01-29,1889.5,1913.5,1852.0,1868.0,1868.0,12095700,5802
2018-02-05,1823.5,1829.5,1622.5,1660.5,1660.5,23068500,5802
2018-02-13,1689.0,1691.5,1590.5,1640.0,1640.0,15336300,5802
2018-02-19,1663.5,1700.5,1648.5,1692.0,1692.0,15629300,5802
2018-02-26,1700.0,1757.5,1640.5,1653.5,1653.5,16418300,5802
2018-03-05,1637.0,1682.5,1609.0,1628.5,1628.5,14473500,5802
2018-03-12,1657.5,1666.0,1628.0,1649.5,1649.5,12855400,5802
2018-03-19,1643.5,1649.5,1552.5,1555.5,1555.5,12197900,5802
2018-03-26,1550.0,1631.0,1547.5,1623.5,1623.5,13428900,5802
2018-04-02,1620.0,1647.0,1588.0,1624.0,1624.0,10890800,5802
2018-04-09,1630.0,1671.0,1604.5,1664.5,1664.5,11557400,5802
2018-04-16,1666.0,1677.0,1647.0,1657.5,1657.5,11079400,5802
2018-04-23,1658.5,1701.0,1653.0,1679.5,1679.5,11283100,5802
2018-05-01,1680.5,1718.0,1673.5,1699.0,1699.0,4541600,5802
2018-05-07,1690.0,1702.0,1652.0,1695.0,1695.0,12293000,5802
2018-05-14,1709.0,1794.5,1709.0,1791.0,1791.0,13332500,5802
2018-05-21,1800.5,1822.0,1740.5,1743.0,1743.0,9959900,5802
2018-05-28,1733.5,1738.0,1637.5,1659.5,1659.5,12689600,5802
2018-06-04,1685.0,1732.0,1680.5,1701.5,1701.5,9388800,5802
2018-06-11,1684.0,1719.0,1679.0,1692.5,1692.5,9024000,5802
2018-06-18,1681.0,1688.0,1617.5,1641.0,1641.0,10346600,5802
2018-06-25,1639.5,1650.0,1604.5,1650.0,1650.0,9785800,5802
2018-07-02,1634.5,1654.0,1600.0,1626.0,1626.0,8553200,5802
2018-07-09,1630.0,1681.5,1618.0,1674.5,1674.5,8183200,5802
2018-07-17,1658.5,1688.0,1645.0,1666.0,1666.0,8430600,5802
2018-07-23,1661.5,1724.5,1659.0,1724.5,1724.5,7439900,5802
2018-07-30,1724.0,1864.0,1708.5,1812.5,1812.5,15137500,5802
2018-08-06,1806.5,1843.5,1783.0,1785.5,1785.5,7959300,5802
2018-08-13,1765.5,1814.0,1735.0,1781.5,1781.5,10373400,5802
2018-08-20,1772.5,1781.0,1725.0,1734.0,1734.0,8046300,5802
2018-08-27,1743.0,1823.0,1742.0,1758.0,1758.0,10076900,5802
2018-09-03,1753.5,1764.0,1647.5,1663.0,1663.0,9456600,5802
2018-09-10,1664.5,1716.0,1658.5,1714.5,1714.5,9533700,5802
2018-09-18,1714.0,1827.5,1713.0,1809.0,1809.0,10164800,5802
2018-09-25,1800.5,1827.5,1751.0,1782.0,1782.0,12755400,5802
2018-10-01,1763.5,1798.5,1721.5,1722.0,1722.0,15127400,5802
2018-10-09,1722.5,1738.0,1565.5,1567.0,1567.0,15760700,5802
2018-10-15,1560.0,1599.5,1535.5,1578.5,1578.5,15380700,5802
