Date,Open,High,Low,Close,Adj Close,Volume,Code
2016-01-04,2163,2182,1984,2010,2010,8113500,8729
2016-01-12,1960,1987,1879,1920,1920,8653600,8729
2016-01-18,1874,1939,1831,1914,1914,7736500,8729
2016-01-25,1941,2057,1877,1967,1967,7560300,8729
2016-02-01,1795,1803,1533,1553,1553,13696900,8729
2016-02-08,1513,1578,1349,1356,1356,10472300,8729
2016-02-15,1476,1557,1457,1508,1508,11225000,8729
2016-02-22,1497,1633,1495,1592,1592,7762300,8729
2016-02-29,1600,1732,1563,1724,1724,9617000,8729
2016-03-07,1720,1735,1611,1648,1648,9953800,8729
2016-03-14,1667,1689,1533,1545,1545,8031200,8729
2016-03-22,1564,1598,1490,1539,1539,8062000,8729
2016-03-28,1545,1546,1386,1386,1386,16041600,8729
2016-04-04,1384,1409,1294,1337,1337,11056300,8729
2016-04-11,1328,1494,1309,1482,1482,13705000,8729
2016-04-18,1413,1530,1411,1492,1492,13096600,8729
2016-04-25,1510,1545,1386,1390,1390,8189600,8729
2016-05-02,1302,1331,1291,1309,1309,4210400,8729
2016-05-09,1314,1375,1296,1325,1325,6424100,8729
2016-05-16,1320,1336,1230,1300,1300,19387200,8729
2016-05-23,1290,1349,1287,1324,1324,11119300,8729
2016-05-30,1333,1384,1305,1336,1336,10645400,8729
2016-06-06,1302,1376,1285,1300,1300,11215000,8729
2016-06-13,1260,1267,1179,1213,1213,13319900,8729
2016-06-20,1233,1262,1118,1125,1125,8371600,8729
2016-06-27,1138,1181,1071,1150,1150,11573700,8729
2016-07-04,1144,1148,1049,1050,1050,10002900,8729
2016-07-11,1063,1233,1057,1219,1219,18555000,8729
2016-07-19,1236,1277,1190,1259,1259,12827000,8729
2016-07-25,1273,1318,1181,1309,1309,16940100,8729
2016-08-01,1356,1394,1295,1342,1342,19928400,8729
2016-08-08,1400,1478,1387,1455,1455,14950700,8729
2016-08-15,1460,1558,1403,1475,1475,16841800,8729
2016-08-22,1480,1486,1356,1366,1366,11541800,8729
2016-08-29,1395,1443,1387,1431,1431,7411200,8729
2016-09-05,1448,1452,1372,1392,1392,9343900,8729
2016-09-12,1374,1494,1364,1494,1494,15084500,8729
2016-09-20,1499,1599,1421,1482,1482,13528000,8729
2016-09-26,1473,1473,1336,1381,1381,13625000,8729
2016-10-03,1392,1457,1330,1415,1415,12102400,8729
2016-10-11,1407,1424,1373,1405,1405,4875700,8729
2016-10-17,1413,1424,1374,1407,1407,5729000,8729
2016-10-24,1410,1460,1390,1453,1453,6531300,8729
2016-10-31,1448,1508,1395,1403,1403,8546700,8729
2016-11-07,1429,1577,1297,1535,1535,12456800,8729
2016-11-14,1555,1637,1526,1593,1593,15677100,8729
2016-11-21,1616,1698,1603,1653,1653,8091300,8729
2016-11-28,1643,1747,1628,1736,1736,9076800,8729
2016-12-05,1726,1826,1693,1823,1823,7698200,8729
2016-12-12,1880,1939,1822,1898,1898,11827500,8729
2016-12-19,1882,1900,1832,1855,1855,6903700,8729
2016-12-26,1868,1874,1783,1824,1824,5108300,8729
2017-01-04,1868,1927,1841,1866,1866,4889600,8729
2017-01-10,1845,1860,1811,1826,1826,3866300,8729
2017-01-16,1820,1931,1777,1914,1914,5639300,8729
2017-01-23,1874,1994,1845,1955,1955,8220700,8729
2017-01-30,1932,1961,1855,1922,1922,10803500,8729
2017-02-06,1982,2023,1935,2017,2017,8277100,8729
2017-02-13,2049,2083,1970,2006,2006,6741400,8729
2017-02-20,1991,2074,1978,2033,2033,4412200,8729
2017-02-27,1996,2094,1939,2044,2044,6658500,8729
2017-03-06,2009,2126,2005,2115,2115,5150600,8729
