Date,Open,High,Low,Close,Adj Close,Volume,Code
2018-01-04,4706,4769,4692,4769,4769,2351700,4901
2018-01-05,4765,4787,4739,4784,4784,1635400,4901
2018-01-09,4795,4807,4773,4788,4788,1440700,4901
2018-01-10,4788,4838,4785,4810,4810,1140600,4901
2018-01-11,4780,4785,4702,4724,4724,2377700,4901
2018-01-12,4724,4741,4672,4683,4683,1737600,4901
2018-01-15,4700,4717,4674,4681,4681,983000,4901
2018-01-16,4696,4724,4692,4716,4716,1065900,4901
2018-01-17,4723,4783,4708,4779,4779,2142700,4901
2018-01-18,4800,4820,4745,4757,4757,2066800,4901
2018-01-19,4790,4795,4771,4790,4790,1462400,4901
2018-01-22,4784,4800,4773,4800,4800,932600,4901
2018-01-23,4810,4815,4782,4789,4789,1366700,4901
2018-01-24,4764,4769,4715,4722,4722,1791200,4901
2018-01-25,4688,4696,4623,4647,4647,1794100,4901
2018-01-26,4661,4677,4618,4618,4618,1361900,4901
2018-01-29,4625,4641,4599,4602,4602,1277200,4901
2018-01-30,4585,4602,4542,4570,4570,1674200,4901
2018-01-31,4538,4563,4190,4190,4190,1807600,4901
2018-02-01,4680,4794,4646,4698,4698,8665900,4901
2018-02-02,4698,4700,4583,4641,4641,3649700,4901
2018-02-05,4597,4717,4593,4667,4667,3807400,4901
2018-02-06,4550,4586,4366,4446,4446,4835600,4901
2018-02-07,4680,4703,4544,4547,4547,4439400,4901
2018-02-08,4550,4668,4546,4633,4633,2943700,4901
2018-02-09,4456,4530,4430,4460,4460,3494000,4901
2018-02-13,4460,4465,4313,4316,4316,2904400,4901
2018-02-14,4300,4300,4153,4230,4230,3246000,4901
2018-02-15,4230,4322,4226,4261,4261,2039200,4901
2018-02-16,4285,4340,4251,4327,4327,1561000,4901
2018-02-19,4378,4407,4342,4404,4404,1246700,4901
2018-02-20,4390,4402,4353,4365,4365,1302600,4901
2018-02-21,4380,4421,4343,4358,4358,1917500,4901
2018-02-22,4308,4324,4272,4323,4323,1456600,4901
2018-02-23,4303,4324,4288,4312,4312,1094900,4901
2018-02-26,4362,4412,4357,4403,4403,1188600,4901
2018-02-27,4444,4493,4433,4484,4484,1410800,4901
2018-02-28,4477,4553,4469,4477,4477,2311600,4901
2018-03-01,4411,4416,4370,4404,4404,1768300,4901
2018-03-02,4300,4314,4232,4267,4267,2244700,4901
2018-03-05,4236,4276,4217,4235,4235,1362700,4901
2018-03-06,4298,4338,4279,4280,4280,1291500,4901
2018-03-07,4252,4305,4247,4256,4256,1283200,4901
2018-03-08,4300,4302,4240,4254,4254,1185600,4901
2018-03-09,4299,4346,4251,4270,4270,2094600,4901
2018-03-12,4360,4366,4311,4348,4348,975800,4901
2018-03-13,4330,4387,4330,4384,4384,1110900,4901
2018-03-14,4347,4395,4337,4385,4385,946400,4901
2018-03-15,4365,4425,4358,4423,4423,1163000,4901
2018-03-16,4425,4425,4333,4344,4344,1927900,4901
2018-03-19,4336,4377,4300,4317,4317,877300,4901
2018-03-20,4260,4288,4247,4286,4286,1323100,4901
2018-03-22,4355,4370,4262,4328,4328,1773500,4901
2018-03-23,4200,4226,4143,4157,4157,2520300,4901
2018-03-26,4112,4126,4075,4122,4122,2108200,4901
2018-03-27,4143,4230,4130,4229,4229,1803600,4901
2018-03-28,4137,4206,4137,4194,4194,1834900,4901
2018-03-29,4218,4225,4151,4196,4196,1567000,4901
2018-03-30,4235,4256,4197,4245,4245,1280800,4901
2018-04-02,4240,4281,4230,4245,4245,805100,4901
2018-04-03,4240,4320,4230,4310,4310,2243300,4901
2018-04-04,4244,4273,4206,4259,4259,2039200,4901
2018-04-05,4260,4327,4219,4293,4293,1736000,4901
2018-04-06,4260,4292,4237,4248,4248,1714500,4901
2018-04-09,4237,4275,4231,4258,4258,1268300,4901
2018-04-10,4238,4319,4215,4287,4287,1408100,4901
2018-04-11,4300,4314,4264,4274,4274,941400,4901
2018-04-12,4267,4304,4255,4281,4281,951400,4901
2018-04-13,4295,4303,4268,4281,4281,1341800,4901
2018-04-16,4284,4349,4278,4343,4343,966400,4901
2018-04-17,4350,4352,4315,4327,4327,1092800,4901
2018-04-18,4257,4352,4237,4343,4343,1366000,4901
2018-04-19,4368,4391,4333,4360,4360,1202600,4901
2018-04-20,4350,4365,4319,4357,4357,905200,4901
2018-04-23,4377,4391,4332,4335,4335,700400,4901
2018-04-24,4368,4399,4340,4394,4394,912700,4901
2018-04-25,4378,4411,4359,4397,4397,862300,4901
2018-04-26,4397,4402,4368,4383,4383,878900,4901
2018-04-27,4420,4420,4367,4405,4405,1712200,4901
2018-05-01,4400,4403,4322,4361,4361,1483400,4901
2018-05-02,4351,4379,4091,4123,4123,5056200,4901
2018-05-07,4124,4188,4061,4158,4158,2512500,4901
2018-05-08,4175,4266,4175,4222,4222,1641900,4901
2018-05-09,4222,4227,4178,4201,4201,1291400,4901
2018-05-10,4207,4238,4190,4221,4221,847800,4901
2018-05-11,4221,4245,4212,4242,4242,974800,4901
2018-05-14,4295,4313,4271,4308,4308,1377900,4901
2018-05-15,4277,4296,4236,4252,4252,1663000,4901
2018-05-16,4230,4257,4216,4228,4228,1675400,4901
2018-05-17,4288,4333,4280,4322,4322,2167100,4901
2018-05-18,4330,4342,4295,4305,4305,1169600,4901
2018-05-21,4330,4370,4309,4360,4360,1983000,4901
2018-05-22,4351,4359,4265,4285,4285,1747900,4901
2018-05-23,4276,4301,4248,4268,4268,1498300,4901
2018-05-24,4208,4259,4180,4199,4199,1857700,4901
2018-05-25,4206,4239,4189,4237,4237,1421400,4901
2018-05-28,4235,4241,4197,4234,4234,830000,4901
2018-05-29,4200,4215,4166,4185,4185,999100,4901
2018-05-30,4165,4178,4112,4158,4158,2003000,4901
2018-05-31,4185,4211,4162,4182,4182,5248900,4901
2018-06-01,4141,4237,4140,4208,4208,1574000,4901
2018-06-04,4217,4296,4208,4281,4281,1260300,4901
2018-06-05,4291,4307,4272,4301,4301,1007200,4901
2018-06-06,4326,4351,4314,4337,4337,1722300,4901
2018-06-07,4341,4356,4328,4346,4346,1445500,4901
2018-06-08,4345,4375,4325,4329,4329,1772300,4901
2018-06-11,4301,4329,4292,4317,4317,806800,4901
2018-06-12,4355,4368,4314,4322,4322,1108400,4901
2018-06-13,4326,4331,4295,4298,4298,1031800,4901
2018-06-14,4277,4299,4266,4282,4282,1011200,4901
2018-06-15,4276,4321,4272,4312,4312,1799200,4901
2018-06-18,4283,4291,4258,4282,4282,947400,4901
2018-06-19,4257,4272,4214,4215,4215,1413700,4901
2018-06-20,4236,4281,4214,4278,4278,1262100,4901
