Date,Open,High,Low,Close,Adj Close,Volume,Code
2018-01-04,849,885,848,878,878,4280000,6366
2018-01-05,874,881,860,868,868,2439900,6366
2018-01-09,870,894,869,881,881,1676100,6366
2018-01-10,868,876,842,845,845,3697800,6366
2018-01-11,845,888,845,876,876,3697700,6366
2018-01-12,881,918,880,912,912,4961100,6366
2018-01-15,918,928,907,912,912,2275200,6366
2018-01-16,918,919,904,905,905,1233100,6366
2018-01-17,900,905,876,898,898,2336100,6366
2018-01-18,911,913,887,891,891,1611900,6366
2018-01-19,890,895,867,875,875,2657000,6366
2018-01-22,876,881,863,874,874,1436500,6366
2018-01-23,889,909,880,908,908,2199100,6366
2018-01-24,895,939,893,938,938,2940500,6366
2018-01-25,947,955,932,946,946,3771300,6366
2018-01-26,988,1085,988,1081,1081,13291000,6366
2018-01-29,1051,1110,1047,1063,1063,9295000,6366
2018-01-30,1055,1062,1016,1033,1033,4169100,6366
2018-01-31,1033,1069,1007,1036,1036,4182800,6366
2018-02-01,1060,1074,1041,1070,1070,2838800,6366
2018-02-02,1061,1083,1049,1070,1070,2182400,6366
2018-02-05,1025,1052,1014,1023,1023,4399600,6366
2018-02-06,958,969,928,959,959,5276100,6366
2018-02-07,976,990,941,954,954,3606700,6366
2018-02-08,957,990,956,978,978,3254200,6366
2018-02-09,922,1036,922,995,995,7848600,6366
2018-02-13,1040,1097,1033,1053,1053,5793900,6366
2018-02-14,1032,1053,999,1013,1013,3080300,6366
2018-02-15,1028,1047,1015,1024,1024,2915500,6366
2018-02-16,1024,1044,1020,1038,1038,1860200,6366
2018-02-19,1054,1058,1035,1050,1050,2516500,6366
2018-02-20,1055,1090,1051,1076,1076,3593200,6366
2018-02-21,1072,1078,1040,1065,1065,2640300,6366
2018-02-22,1048,1071,1046,1062,1062,1948900,6366
2018-02-23,1069,1073,1054,1060,1060,1767600,6366
2018-02-26,1070,1077,1023,1028,1028,2718700,6366
2018-02-27,1045,1109,1044,1096,1096,5128300,6366
2018-02-28,1081,1081,1057,1058,1058,2544600,6366
2018-03-01,1049,1049,1026,1039,1039,3015900,6366
2018-03-02,1013,1017,994,1003,1003,3257400,6366
2018-03-05,991,994,974,980,980,2672400,6366
2018-03-06,1009,1044,1001,1032,1032,3333400,6366
2018-03-07,1022,1034,1011,1030,1030,2124800,6366
2018-03-08,1044,1052,1033,1039,1039,1867200,6366
2018-03-09,1030,1042,1018,1032,1032,3374000,6366
2018-03-12,1053,1073,1046,1055,1055,2563000,6366
2018-03-13,1056,1059,1037,1047,1047,1702900,6366
2018-03-14,1030,1035,1013,1023,1023,1848600,6366
2018-03-15,1019,1022,1001,1006,1006,1622900,6366
2018-03-16,1018,1027,1000,1003,1003,1958200,6366
2018-03-19,1003,1022,996,1005,1005,1676100,6366
2018-03-20,990,1002,984,992,992,1662500,6366
2018-03-22,1019,1041,1011,1028,1028,2590800,6366
2018-03-23,996,997,965,970,970,2974200,6366
2018-03-26,955,981,938,978,978,2221200,6366
2018-03-27,985,989,964,986,986,2529100,6366
2018-03-28,957,984,954,983,983,2148300,6366
2018-03-29,986,1000,970,978,978,1799000,6366
2018-03-30,994,1009,994,1004,1004,1599900,6366
2018-04-02,1007,1021,1002,1002,1002,939900,6366
2018-04-03,980,990,966,984,984,1397700,6366
2018-04-04,999,999,978,980,980,954500,6366
2018-04-05,989,993,958,963,963,1639700,6366
2018-04-06,969,996,968,982,982,2377800,6366
2018-04-09,980,994,968,987,987,1647300,6366
2018-04-10,993,993,966,984,984,1650000,6366
2018-04-11,997,1017,995,1011,1011,1472000,6366
2018-04-12,1000,1028,996,1021,1021,1711200,6366
2018-04-13,1024,1040,1016,1022,1022,2116200,6366
2018-04-16,1034,1054,1027,1032,1032,1777800,6366
2018-04-17,1034,1093,1034,1087,1087,3602400,6366
2018-04-18,1100,1139,1096,1123,1123,5270700,6366
2018-04-19,1115,1150,1109,1130,1130,2684700,6366
2018-04-20,1121,1130,1100,1102,1102,2376100,6366
2018-04-23,1115,1116,1085,1098,1098,2342400,6366
2018-04-24,1110,1116,1095,1114,1114,1339400,6366
2018-04-25,1100,1141,1100,1121,1121,2019200,6366
2018-04-26,1125,1128,1108,1116,1116,1701800,6366
2018-04-27,1120,1142,1118,1127,1127,2485600,6366
2018-05-01,1113,1141,1111,1138,1138,1974600,6366
2018-05-02,1138,1141,1116,1129,1129,1343100,6366
2018-05-07,1134,1150,1120,1129,1129,977200,6366
2018-05-08,1120,1123,1102,1106,1106,1498000,6366
2018-05-09,1106,1110,1076,1089,1089,1681400,6366
2018-05-10,1092,1093,1031,1056,1056,3357100,6366
2018-05-11,1062,1136,1056,1120,1120,3270700,6366
2018-05-14,1086,1091,1039,1054,1054,3687900,6366
2018-05-15,1048,1054,1018,1024,1024,2429900,6366
2018-05-16,1022,1033,1002,1025,1025,1906700,6366
2018-05-17,1021,1032,1015,1031,1031,1393900,6366
2018-05-18,1050,1083,1041,1077,1077,3107900,6366
2018-05-21,1085,1104,1077,1091,1091,1927800,6366
2018-05-22,1099,1108,1070,1074,1074,1433200,6366
2018-05-23,1068,1069,1035,1038,1038,1718500,6366
2018-05-24,1032,1032,1011,1015,1015,1620100,6366
2018-05-25,1030,1030,988,988,988,1789400,6366
2018-05-28,992,994,944,947,947,2619900,6366
2018-05-29,961,975,950,953,953,2014700,6366
2018-05-30,943,949,924,940,940,1895000,6366
2018-05-31,953,956,931,946,946,1874700,6366
2018-06-01,933,970,930,957,957,2427500,6366
2018-06-04,963,969,937,952,952,1585600,6366
2018-06-05,956,962,917,928,928,2054300,6366
2018-06-06,939,951,922,948,948,2111200,6366
2018-06-07,946,949,927,942,942,1977400,6366
2018-06-08,932,940,915,920,920,2091500,6366
2018-06-11,914,919,896,916,916,1605700,6366
2018-06-12,915,916,892,899,899,2472700,6366
2018-06-13,899,911,898,909,909,1184600,6366
2018-06-14,897,906,892,894,894,1018300,6366
2018-06-15,915,922,907,915,915,2149800,6366
2018-06-18,912,914,885,892,892,1153700,6366
2018-06-19,880,911,879,881,881,2247100,6366
2018-06-20,879,890,859,888,888,1826100,6366
2018-06-21,888,902,874,895,895,1264200,6366
2018-06-22,882,912,880,908,908,1626200,6366
2018-06-25,917,959,914,945,945,3273700,6366
2018-06-26,935,964,916,954,954,1665100,6366
2018-06-27,965,965,928,949,949,1319000,6366
