value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2017-01-04,2484,700,685,700,678,52400,,685.0,685.0,,,,0.0,,,,,,
2017-01-05,2484,688,692,700,685,74000,,688.85,688.6842105263158,,,,-0.0972222222221717,,100.0,,,,
2017-01-06,2484,692,700,694,678,55600,,688.5083056478405,688.4317343173432,,,,-0.0419111801006693,,61.904761904761905,,,,700.0
2017-01-10,2484,710,678,726,700,157189,,698.5539603960397,697.3204419889503,,,,-0.7324338846837009,,90.8851884312007,,,678.0,
2017-01-11,2484,734,678,740,713,155600,,702.988098272583,701.3934946643549,,,,-0.9240612598194957,,80.27749657595427,,,678.0,
2017-01-12,2484,708,680,717,703,84406,,703.250924104119,701.9497758019801,,,,-0.717512425954169,,64.15082598494084,,,680.0,
2017-01-13,2484,700,682,722,699,52004,,706.081979423297,704.4512415203207,,,,-0.9006558502807138,,71.04204626793057,,,682.0,
2017-01-16,2484,716,684,723,705,14399,,708.5658817214144,706.6545841021726,,,,-1.0469841255334131,,72.09246032181616,,,684.0,
2017-01-17,2484,717,686,717,708,13600,,709.5305906901153,707.6904359032667,,,,-0.9734467085474989,-0.6038030730157592,66.86817594229512,,,686.0,
2017-01-18,2484,713,688,713,703,8400,705.7,709.6291930095606,708.0450325017714,,729.9,681.5000000000001,-0.7923384582247763,-0.6918406794851788,63.17075435819813,,,688.0,
2017-01-19,2484,710,690,717,706,21199,707.9,709.0920817477253,707.8927374508982,103.21167883211679,727.7886902535084,688.0113097464915,-0.5426062668339,-0.7413277955531485,59.62049750292158,,,690.0,
2017-01-20,2484,705,740,721,675,53204,708.3,706.4763077756985,706.2353758320021,100.57803468208093,727.0200427349939,689.579957265006,0.044887335830253505,-0.7316835160052683,48.79240309436474,,,,740.0
2017-01-23,2484,698,717,720,698,24802,711.1,708.3455157155349,707.5446341455745,104.06976744186048,724.4401649165219,697.7598350834782,-0.3264713213965251,-0.6865765645289154,62.22552301446123,,,,717.0
2017-01-24,2484,716,675,727,696,34000,711.9,711.9546613607763,710.0672685734883,101.1126564673157,727.7606431143255,696.0393568856745,-0.9928246740860232,-0.6942169438918628,67.30552859463867,,,675.0,
2017-01-25,2484,728,676,758,726,125600,716.3,720.7605730535334,716.1033088903463,106.1624649859944,748.2756157094747,684.3243842905252,-2.642859492362959,-0.9081443957150618,76.78196237354949,,,676.0,
2017-01-26,2484,758,679,758,745,48800,720.9,726.3002309367569,720.2639539263472,106.53409090909092,757.3905467210346,684.4094532789653,-3.3491099379629077,-1.180194849901972,71.05800246590528,90.9090909090909,,679.0,
2017-01-27,2484,873,682,873,796,463200,729.2,739.7813613350777,729.5934566555343,111.6083916083916,787.6793980817179,670.7206019182822,-5.703160431118704,-1.6975477727447823,80.46698398578184,77.1978021978022,,682.0,
