value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2017-01-04,4356,562,555,569,550,10600,,555.0,555.0,,,,0.0,,,,,,
2017-01-05,4356,597,594,628,575,47600,,576.4499999999999,575.5263157894738,,,,-0.5416666666667425,,100.0,,,,
2017-01-06,4356,586,569,625,586,22000,,590.7408637873754,588.9852398523985,,,,-1.020520198387203,,100.0,,,,569.0
2017-01-10,4356,619,586,640,613,31900,,606.9695544554455,603.8194242512358,,,,-1.8265057004017535,,100.0,,,586.0,
2017-01-11,4356,640,586,641,619,11200,,611.8585321856433,608.7474054357646,,,,-1.7505711975684335,,81.97101663525228,,,586.0,
2017-01-12,4356,620,588,620,600,11700,,610.3368690126761,608.1610533572078,,,,-1.1417713501097069,,67.27604099827985,,,588.0,
2017-01-13,4356,602,590,606,599,5500,,609.2918577968393,607.746822857675,,,,-0.7441792846726685,,67.27604099827985,,,590.0,
2017-01-16,4356,600,641,600,591,6900,,607.1779153680626,606.3866162122113,,,,-0.2863211021043526,,62.91574469720448,,,,641.0
2017-01-17,4356,595,600,600,590,2800,,604.745992146928,604.6910622431835,,,,0.14400372083764523,-0.7963924198970239,60.118335810415225,,,,600.0
2017-01-18,4356,602,590,604,597,1400,603.6,604.3792357324402,604.4314267041046,,645.3056351108577,561.8943648891424,0.17419833594317424,-0.7770370492366712,63.201845904955455,,,590.0,
2017-01-19,4356,596,590,604,595,6700,608.5,604.3017626134857,604.3685538731274,108.82882882882883,634.9310423555335,582.0689576444665,0.15273571557793275,-0.6998812289872629,63.634408932559886,,,590.0,
2017-01-20,4356,604,590,604,596,1000,608.8,602.8428838070199,603.3416785699004,100.50505050505049,634.6271175317727,582.9728824682272,0.3927022577208845,-0.5428565116419198,58.454479056987005,,,590.0,
2017-01-23,4356,600,590,608,600,3100,608.2,603.4625286376084,603.6981110728442,99.01960784313727,633.9806128709154,582.4193871290847,0.19817514630358346,-0.31789197311910455,62.662746978024956,,,590.0,
2017-01-24,4356,603,590,607,603,600,604.8,603.953461733257,603.9965801070595,94.6875,619.4914941377655,590.1085058622344,0.0623775640359554,-0.11645322182972803,62.662746978024956,,,590.0,
2017-01-25,4356,606,590,606,603,1200,603.0,604.344850650906,604.2488654011685,97.11538461538461,610.4833147735475,595.5166852264525,-0.030525439700113566,0.00701854599356011,62.662746978024956,,,590.0,
2017-01-26,4356,608,608,608,588,4900,602.4,603.5216817767763,603.7273389582829,99.00990099009901,609.7864741250473,595.0135258749526,0.15111947393745595,0.1064961858391295,57.78874991101389,47.64150943396226,,,608.0
2017-01-27,4356,605,606,605,591,1900,601.3,601.9194185512926,602.6799261203222,98.18481848184818,609.4510735489255,593.1489264510744,0.4751060515776544,0.19109920291490803,54.018080813289494,29.88505747126437,,,606.0
2017-01-30,4356,601,588,612,601,3200,602.2,603.2425150985126,603.4235470153246,101.49999999999999,611.4865494129948,592.9134505870053,0.0941384336132387,0.18555861544552954,61.577718567842076,26.08695652173913,34.537841142321916,588.0,
2017-01-31,4356,606,588,610,602,2300,602.8,603.0115007314253,603.2589588999568,101.00671140939596,611.1330666623995,594.4669333376004,0.13028069061022052,0.18067887707520136,56.56984275282201,30.434782608695656,28.802265533899725,588.0,
2017-02-01,4356,604,588,608,602,1800,602.7,602.8242068075882,603.1156386083758,99.83416252072969,611.0450584180097,594.3549415819904,0.15082058996915748,0.18046608534089298,56.56984275282201,44.95412844036697,33.82528919026725,588.0,
2017-02-02,4356,601,588,602,595,900,602.5,602.6721020258312,602.9903677352311,99.66887417218543,610.8066238629177,594.1933761370823,0.16018606546367664,0.15463095286786988,56.569842752822005,52.5,42.629637016354216,588.0,
2017-02-03,4356,602,612,602,581,6300,602.5,601.6281819101697,602.3258956879614,100.0,610.8066238629177,594.1933761370823,0.3798973789240563,0.17482231204792242,52.74316281054154,55.69620253164557,51.05011032400418,,612.0
2017-02-06,4356,582,602,585,572,4600,599.2,596.3710227437193,599.1081163254379,94.55445544554455,618.3999999999997,580.0000000000003,1.5725584555157184,0.3426201888790072,39.07845209286611,32.631578947368425,46.942593826338,,602.0
2017-02-07,4356,556,585,569,556,4900,594.2,588.9709081773525,594.4236407375694,91.74917491749174,625.7696056358008,562.6303943641993,3.0855795113635622,0.6888540723305268,32.62977395731983,13.385826771653544,33.90453608355585,,585.0
2017-02-08,4356,558,556,584,558,3800,592.0,588.0610782382354,593.3006579558947,96.36963696369637,623.035463586033,560.964536413967,2.771031729566289,0.9799554340670638,47.88421843967698,19.078947368421055,21.698784362481007,556.0,
2017-02-09,4356,584,556,594,580,2500,590.5,587.5014848910911,592.4132564204115,97.5,621.2928563144112,559.7071436855888,2.4289600606758768,1.1970503239668662,48.334162494603284,33.92857142857143,22.131115189548677,556.0,
2017-02-10,4356,593,557,593,575,1900,590.1,588.140412528227,592.2632053479708,99.32773109243698,620.7522429848124,559.4477570151877,1.8536873683875683,1.392555761164014,51.06410042520262,54.761904761904766,35.923141186299084,557.0,
2017-02-13,4356,597,558,597,591,800,588.3,588.6622312385647,592.1299087682236,97.04433497536947,616.3007142766032,560.2992857233967,1.4073847253606573,1.5344562094696181,51.064100425202625,58.92857142857143,49.206349206349216,558.0,
2017-02-14,4356,590,560,591,586,600,587.2,589.0885459337647,592.0113328112225,98.17275747508306,613.7902237673919,560.6097762326082,1.0620426765563025,1.6357031079793007,51.064100425202625,62.5,58.730158730158735,560.0,
2017-02-15,4356,596,562,597,590,1200,586.1,589.4369293911104,591.905722590519,98.17275747508306,611.0070271208743,561.1929728791257,0.7956273107437255,1.706307690788195,51.06410042520264,62.5,61.30952380952382,562.0,
2017-02-16,4356,591,564,591,584,1000,585.0,589.7216900578583,591.8115577504933,98.17275747508306,607.8910462845186,562.1089537154814,0.5908141386445322,1.7297428863126925,51.064100425202625,62.5,62.5,564.0,
2017-02-17,4356,587,565,591,585,2900,583.8,588.8618025415994,591.1061815882902,97.98994974874373,605.2625254804733,562.3374745195266,0.7074433089436525,1.6336189811380184,47.43365970690409,59.63855421686747,61.54618473895582,565.0,
2017-02-20,4356,586,566,586,584,1400,584.9,587.9766606823666,590.3729028019204,101.91972076788831,605.1277037747731,564.6722962252269,0.8104564661017548,1.3808275316644842,46.83599603655133,56.79012345679012,59.642892557885865,566.0,
2017-02-21,4356,582,567,584,582,600,587.6,587.07082713683,589.6145197356481,104.85611510791367,594.4818602136323,580.7181397863677,0.9011416888424719,1.1730619715840602,46.2089762380298,55.26315789473685,57.23061185613148,567.0,
2017-02-22,4356,574,597,580,567,5700,586.3,584.1462535744633,587.7052764332557,97.77397260273972,598.3681398732354,574.2318601267646,1.48442103563184,1.0681131910236117,39.39355641244241,48.61111111111111,53.55479748754603,,597.0
2017-02-23,4356,571,580,572,567,1300,585.0,581.9362332253005,586.0985518567111,97.77777777777777,599.8323969741904,570.1676030258096,1.7881056304322556,1.060826331250799,40.18528754575983,43.609022556390975,49.161097187412985,,580.0
2017-02-24,4356,577,567,583,568,4300,583.1,580.1285675079798,584.6595194844231,96.78510998307954,599.1860187740774,567.0139812259226,1.9389204822471129,1.1198858597937387,40.18528754575983,36.71875,42.97962788916737,567.0,
2017-02-27,4356,568,567,569,568,1500,580.8,577.9222970692047,582.9626021829004,96.1082910321489,598.2310068555998,563.3689931444001,2.1652532470578763,1.2424648120716912,37.88912386188964,34.710743801652896,38.34617211934796,567.0,
2017-02-28,4356,569,567,570,569,1000,578.6,576.2994134539842,581.5430280094046,96.27749576988155,595.8788888531633,561.3211111468368,2.206087671428463,1.399182629925551,38.83014185794994,25.454545454545453,32.29467975206612,567.0,
2017-03-01,4356,568,567,570,568,1600,576.5,575.1536913804274,580.3714076247061,96.44670050761421,592.2797338380584,560.7202661619416,2.1200051116419445,1.5690927380363746,39.81216935243536,15.151515151515152,25.105601469237843,567.0,
2017-03-02,4356,570,567,579,570,2100,574.7,574.7620064697041,579.6243286236999,96.95431472081218,587.2235777635613,562.1764222364388,1.858562913596188,1.6969949163311009,42.780005523000526,12.222222222222221,17.609427609427623,567.0,
2017-03-03,4356,573,567,574,569,1700,573.1,573.7141398437162,578.5490216320464,97.26495726495726,583.9240473021862,562.2759526978139,1.8085733894057512,1.8078967966982116,39.95131319683947,12.222222222222221,13.19865319865321,567.0,
2017-03-06,4356,570,567,580,570,1500,572.0,573.5842730062226,577.9880751222977,98.11643835616438,580.049844718997,563.950155281003,1.534946940908867,1.8783196024833666,43.943025337954474,15.555555555555555,13.333333333333343,567.0,
2017-03-07,4356,573,583,573,566,3500,570.7,572.9324916169855,577.1814451242502,97.77015437392797,574.0526109228425,567.3473890771576,1.4407098324981007,1.8734628021351734,41.703900423216076,14.117647058823529,13.965141612200446,,583.0
2017-03-08,4356,570,573,576,566,3100,570.2,571.6718876500098,576.0534555600033,99.12434325744309,574.56348484585,565.8365151541501,1.516936121306344,1.8433328566767386,38.8606089007792,12.5,14.057734204793038,,573.0
