value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2017-01-04,9829,201,200,201,200,4000,,200.0,200.0,,,,0.0,,,,,,
2017-01-05,9829,203,203,203,203,1000,,201.65,201.57894736842107,,,,-0.04166666666665719,,100.0,,,,
2017-01-06,9829,207,200,207,207,4000,,203.80066445182723,203.57933579335796,,,,-0.12959527505392998,,100.0,,,200.0,
2017-01-10,9829,207,200,207,202,4000,,203.20742574257426,203.12009305030534,,,,-0.04590926081672819,,55.75620767494357,,,200.0,
2017-01-12,9829,202,200,203,202,2000,,203.14787945334405,203.09076701423652,,,,-0.027636908128016557,,59.60556770981959,,,200.0,
2017-01-13,9829,202,200,204,202,2000,,203.3692045931039,203.28481578627236,,,,-0.04449764252638033,,63.06612283491257,,,200.0,
2017-01-16,9829,204,200,204,204,1000,,203.52120094650496,203.42190222753132,,,,-0.0529359336979951,,63.06612283491257,,,200.0,
2017-01-18,9829,202,200,202,202,2000,,203.17512040009302,203.17224105744637,,,,0.0068773037773155465,,52.61158153856058,,,200.0,
2017-01-20,9829,202,200,202,202,5000,,202.9194553235099,202.98087960372538,,,,0.04436140299435465,-0.03233366445755968,52.61158153856058,,,200.0,
2017-01-23,9829,205,200,205,205,2000,203.2,203.3564865593454,203.29088322107603,,206.86606055596465,199.53393944403533,-0.0365980629495084,-0.03640011589639395,63.21868353923125,,,200.0,
2017-01-25,9829,203,200,204,202,3000,203.6,203.48794831010358,203.394224481504,102.0,206.59332590941915,200.60667409058084,-0.05243253426681349,-0.037596323407522426,58.516833473559856,,,200.0,
2017-01-26,9829,202,200,205,202,13000,203.8,203.79005347038319,203.61800397078525,100.98522167487684,206.87245829914747,200.72754170085256,-0.09823456987609802,-0.034111800609985546,61.593056102766226,,,200.0,
