Date,Open,High,Low,Close,Adj Close,Volume,Code,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2016-01-04,491,496,462,464,464,69558300,4689,,464.0,464.0,,,,0.0,,,,,,
2016-01-12,460,476,445,458,458,62218000,4689,,460.7,460.8421052631579,,,,0.08333333333325754,,0.0,,,,
2016-01-18,450,451,416,496,439,81620600,4689,,451.9767441860466,452.78228782287823,,,,0.47408473100358606,,0.0,,,,496.0
2016-01-25,444,457,427,451,455,67717000,4689,,452.9727722772277,453.42715905786565,,,,0.2502359592560879,,41.219768664563624,,,,451.0
2016-02-01,462,480,442,416,455,82739300,4689,,453.5547342208976,453.81123782081016,,,,0.12747192475154634,,41.219768664563624,,,416.0,
2016-02-08,447,469,402,480,404,96986900,4689,,440.6836580330936,443.18050875129916,,,,1.4828440925539894,,16.332487716365762,,,,480.0
2016-02-15,422,454,415,469,429,98496400,4689,,437.86836579094876,440.4623901985631,,,,1.483784973103468,,36.554601365330726,,,,469.0
2016-02-22,428,453,423,454,444,54054100,4689,,439.2633421235247,441.08353262680447,,,,0.9616237735267532,,45.12464387467795,,,,454.0
2016-02-29,451,477,441,402,474,58153400,4689,,446.8208232935624,446.45695220452774,,,,-0.3929813930115529,0.49671082161301505,57.491808746977306,,,402.0,
2016-03-07,467,479,455,403,459,47870100,4689,448.1,449.3791344452617,448.382736420453,,486.28324239768017,409.9167576023199,-0.7330205844632474,0.4152640900059876,51.27007477784732,,,403.0,
2016-03-14,469,488,462,406,475,48135500,4689,449.2,454.6131569675258,452.26173301058947,102.37068965517241,489.71468869434887,408.6853113056511,-1.5053512114577643,0.23874358502920737,56.65806908094142,,,406.0,
2016-03-22,480,487,468,410,475,33762100,4689,450.9,458.6864108933507,455.43051825822926,103.7117903930131,494.08749819102746,407.7125018089725,-1.968429109334636,-0.03264684167503952,56.65806908094142,,,410.0,
2016-03-28,477,488,466,414,467,46330700,4689,453.7,460.31811280062493,456.981775110877,106.37813211845102,497.0686522732722,410.33134772672776,-1.9125303548627244,-0.2729542099104631,53.2442280868494,,,414.0,
2016-04-04,466,490,447,418,484,63526500,4689,456.6,464.89992695068946,460.4850299350938,106.37362637362638,503.6506110481044,409.54938895189565,-2.4796846131902157,-0.56263826968177,58.91002512529384,,,418.0,
2016-04-11,482,519,475,423,513,66767400,4689,462.4,474.0987950273504,467.0980992744939,112.74725274725274,520.2840219749803,404.5159780250197,-3.939133073598043,-1.1650801770319958,66.3918022314916,,,423.0,
2016-04-18,503,523,493,432,514,60236200,4689,473.4,481.65841735105545,472.8550671095346,127.22772277227723,524.0691227474879,422.730877252512,-4.843223833699994,-1.868081155565714,66.61752434934323,91.86746987951807,,432.0,
2016-04-25,513,515,493,442,496,40003300,4689,480.1,484.35494968769626,475.63280955303196,115.61771561771562,522.5683411496141,437.631658850386,-4.565764112625118,-2.482235365138144,58.94351832255165,88.3008356545961,,442.0,
2016-05-02,476,485,469,451,483,33653900,4689,484.0,484.1017601344887,476.49963434940713,108.78378378378379,518.9971427405153,449.0028572594847,-3.6978953608933125,-2.849448028236117,54.09666712838104,79.06336088154269,86.41055547188562,451.0,
2016-05-09,485,509,484,459,489,60916200,4689,485.5,485.0124643856706,477.94490563422664,103.16455696202532,519.9354468534968,451.0645531465032,-3.254336107691188,-3.1295941974836663,55.899118206115055,72.1763085399449,79.84683502536122,459.0,
2016-05-16,495,507,491,466,503,33339800,4689,489.9,488.3431155861096,480.79718574457536,109.58605664488017,520.7214211223298,459.07857887767005,-3.456132389547008,-3.3463476617158046,59.85971961086034,73.14285714285714,74.79417552144825,466.0,
2016-05-23,504,514,487,472,493,36131600,4689,491.7,489.2025290014332,482.167393968926,103.78947368421052,520.8897242193209,462.51027578067914,-3.056034190695243,-3.467192670755872,55.99165419695628,74.46808510638297,73.26241692972836,472.0,
2016-05-30,498,534,489,478,514,76703500,4689,495.6,493.76637123752977,485.69837534340746,108.21052631578947,525.2405128160767,465.9594871839233,-3.609262724666962,-3.6557184896230095,61.602925263814406,76.74418604651163,74.7850427652506,478.0,
2016-06-06,511,525,506,485,513,48485500,4689,500.2,497.298354095191,488.6940418805223,109.85010706638117,524.445411937107,475.9545880628929,-3.8310543165925424,-3.8058706788899346,61.202738749201174,74.64285714285714,75.2850427652506,485.0,
2016-06-13,504,506,470,534,472,38689900,4689,499.0,492.66109930396686,486.87993265195433,97.52066115702479,527.1992907712236,470.8007092287765,-2.050730385056852,-3.5960481579409134,47.56073384251322,61.42322097378277,70.93675472105052,,534.0
2016-06-20,472,484,435,506,442,40313000,4689,491.9,483.38855126026425,482.04482821198565,86.15984405458089,534.5,449.2999999999999,0.5533999331558448,-2.9964232949569314,40.455101659099626,35.8974358974359,57.32117133802527,,506.0
2016-06-27,443,464,441,484,454,54202500,4689,485.9,478.0160529157163,479.0466293041499,88.32684824902724,531.176483962428,440.62351603757196,1.76465373298214,-2.2930435343339024,44.0555443537964,17.894736842105264,38.40513123777465,,484.0
2016-07-04,454,466,441,464,452,47135700,4689,481.5,473.2647871073419,476.1749807665057,91.12903225806451,530.4019427016964,432.5980572983036,2.6217171800944925,-1.5908643631130355,43.58254842870034,14.47811447811448,22.756762405885222,,464.0
2016-07-11,466,475,452,435,455,49043900,4689,478.7,469.9318211648671,473.9405439689396,94.20289855072464,530.0813195626581,427.31868043734187,2.9873942239476037,-0.8973387707087253,44.54433495293649,18.855218855218855,17.07602339181287,435.0,
2016-07-19,455,460,443,435,456,44967300,4689,475.4,467.3912191209613,472.0578103978196,93.25153374233128,527.9372248981614,422.86277510183857,3.098855791950484,-0.16900675054233716,44.881641620449514,19.52861952861953,17.620650953984295,435.0,
2016-07-25,456,469,440,435,455,65638800,4689,470.6,465.1327836009325,470.27651832379314,90.4572564612326,520.8967195749384,420.30328042506164,3.125159606893021,0.5177925603008033,44.58956491173156,20.53872053872054,19.640852974186316,435.0,
2016-08-01,442,450,429,475,433,40903800,4689,464.6,459.27882356187513,466.40100785136315,87.82961460446246,517.0457815272114,412.15421847278867,4.048059143817056,1.368606101243472,38.63302243659187,14.85148514851485,18.30627507195165,,475.0
2016-08-08,430,448,430,450,447,34837600,4689,457.9,457.0426735889161,464.3919213894484,86.96498054474708,499.35793048380464,416.4420695161953,3.911450370403486,2.228884399798586,43.779887222926476,13.592233009708737,16.32747956564805,,450.0
2016-08-15,442,447,410,448,420,33530100,4689,448.6,450.29866852270806,459.8111695698335,81.87134502923976,475.6732340144279,421.5267659855721,4.931951762544827,3.0047379717543286,37.2851150102428,9.580838323353294,12.674852160525637,,448.0
2016-08-22,422,427,410,446,412,38430200,4689,442.6,443.3276851843869,454.8932719175009,87.28813559322035,472.69584688956223,412.5041531104378,5.837987405189267,3.5919143575358197,35.59992352290742,8.498583569405099,10.557218300822386,,446.0
2016-08-29,415,426,414,427,422,30695200,4689,440.6,439.44646714217464,451.519493813412,95.47511312217195,473.1478109863009,408.05218901369915,5.814868516687454,4.041938222391966,39.29347246044884,6.451612903225806,8.177011598661409,,427.0
2016-09-05,422,423,412,426,414,34817500,4689,436.6,434.8164625194534,447.6810709072176,91.18942731277532,471.3355725445827,401.86442745541734,5.987657402275147,4.415931580412039,37.44332415392465,4.958677685950414,6.636291386193782,,426.0
2016-09-12,412,414,405,423,413,30295000,4689,432.7,430.84746637419283,444.1411907657444,91.3716814159292,468.38809325251157,397.0119067474884,5.966890775923559,4.746986752853811,37.207487570772344,7.0588235294117645,6.15637137286267,,423.0
2016-09-20,406,413,404,414,410,28958200,4689,428.2,427.05516783980465,440.6636128344512,90.10989010989012,462.838706673315,393.56129332668496,5.907494458641736,5.059057715819506,36.46545268459223,6.081081081081082,6.032860765481094,,414.0
