Date,Open,High,Low,Close,Adj Close,Volume,Code,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2016-01-04,2491.0,2527.0,2162.5,2220.5,2220.5,45339200,7261,,2220.5,2220.5,,,,0.0,,,,,,
2016-01-12,2170.5,2222.0,2042.5,2058.0,2058.0,40061400,7261,,2131.125,2134.9736842105262,,,,2.2569444444443434,,0.0,,,,
2016-01-18,1980.5,2103.5,1878.0,2527.0,2012.5,49734400,7261,,2083.43853820598,2089.7804428044283,,,,3.6758603717867118,,0.0,,,,2527.0
2016-01-25,2054.0,2220.0,1935.0,2103.5,2148.5,50127900,7261,,2104.8733910891087,2106.855045071242,,,,0.9793179375765249,,42.71829101194721,,,,2103.5
2016-02-01,2262.0,2271.0,1801.0,1878.0,1842.5,55195000,7261,,2029.5531264092858,2042.3010549192936,,,,7.4681332345192,,20.990788120719074,,,1878.0,
2016-02-08,1800.0,1884.5,1477.0,2271.0,1486.0,53215200,7261,,1888.3736041673385,1923.5751196754302,,,,20.79051887185142,,12.813761934989373,,,,2271.0
2016-02-15,1590.0,1728.5,1554.0,1884.5,1614.0,61673100,7261,,1822.2605874157605,1864.2357905291342,,,,24.11305079741487,,24.22716829364778,,,,1884.5
2016-02-22,1590.0,1660.0,1518.5,1728.5,1567.0,51260300,7261,,1764.1875736083184,1812.0463826937867,,,,26.854051757926527,,23.03476361219225,,,,1728.5
2016-02-29,1618.0,1724.0,1517.0,1477.0,1705.0,50782600,7261,,1751.3104288169072,1794.5716907115102,,,,23.155570759877264,12.143716463932984,33.399627150233925,,,1477.0,
2016-03-07,1745.0,1747.0,1573.5,1481.94,1704.5,44532000,7261,1835.85,1741.4776096580533,1780.7426243552025,,2327.611334388949,1344.0886656110506,20.07817891741047,14.374625232534148,33.382086000571846,,,1481.94,
2016-03-14,1730.5,1783.5,1640.0,1492.5424,1663.5,40723500,7261,1780.15,1725.547758876447,1763.6565802269868,74.91555955865796,2206.903804903952,1353.3961950960484,18.926920650438433,16.226844810977937,31.90250170958832,,,1492.5424,
2016-03-22,1698.0,1740.0,1651.0,1509.9998560000001,1735.5,26555300,7261,1747.9,1727.5361984383103,1759.732703526585,84.32944606413994,2132.446174080565,1363.3538259194352,14.934083345388899,17.47775847471151,37.169129650161764,,,1509.9998560000001,
2016-03-28,1750.0,1778.0,1642.0,1526.40986464,1655.5,40134600,7261,1712.2,1713.3977077242855,1745.7569957788614,82.26086956521739,2055.9842928349112,1368.4157071650886,14.874001099511133,19.021612159370914,34.020747065563185,,,1526.40986464,
2016-04-04,1615.5,1615.5,1424.0,1783.5,1505.5,58745700,7261,1647.9,1673.1750408819967,1714.6046353640597,70.07214335582965,1854.2893408100335,1441.5106591899666,20.22748540989687,20.439317956635097,29.051802535004057,,,,1783.5
2016-04-11,1475.0,1675.0,1433.0,1615.5,1647.5,52513100,7261,1628.4,1668.2648339121602,1706.1543286018314,89.41655359565807,1789.4216134560827,1467.3783865439175,17.56221890968618,20.08061796083896,38.246982896875195,,,,1615.5
2016-04-18,1560.0,1820.0,1557.5,1424.0,1816.5,56072000,7261,1661.45,1696.3492456857869,1719.6986939931844,122.24091520861373,1827.583350053504,1495.316649946496,8.393767203170682,18.33403089481183,47.04368155357302,24.937432963889883,,1424.0,
2016-04-25,1844.0,1907.0,1728.5,1431.92,1744.5,47119700,7261,1674.5,1705.4026444089382,1722.6752262940265,108.08550185873607,1844.1390285282257,1504.8609714717743,4.92965288937603,15.897986576083996,44.15766941853106,36.8555686737505,,1431.92,
2016-05-02,1632.0,1709.5,1630.0,1450.9232000000002,1674.5,18398000,7261,1685.25,1699.6280929242012,1717.0069215280178,106.86024250159541,1839.1741696420681,1531.3258303579319,5.37029079687386,13.921844357972507,41.49254693988682,37.91814246359701,33.23704803374579,1450.9232000000002,
2016-05-09,1702.0,1817.5,1670.0,1469.1662720000002,1740.5,35198600,7261,1688.8,1707.227193938001,1719.723151809326,102.08211143695014,1845.9853682758041,1531.6146317241958,2.711174050464251,11.992177150534038,44.87102809481303,40.76711070280202,38.51360728004985,1469.1662720000002,
2016-05-16,1733.0,1817.5,1722.0,1486.67962112,1796.5,28132000,7261,1698.0,1723.7573393148966,1728.4634532359564,105.39747726606043,1868.0288210863093,1527.9711789136907,-1.5687574350170053,9.714879585483434,47.63407261064545,51.82018753447325,43.50181356695742,1486.67962112,
2016-05-23,1782.5,1827.0,1738.0,1503.4924362752001,1794.5,30634100,7261,1711.1,1736.812675506433,1735.878449284395,107.87496242861437,1888.5039458411234,1533.6960541588764,-4.33288033436861,7.574105843288155,47.54242609023069,73.11939268461008,55.23556364062845,1503.4924362752001,
2016-05-30,1830.5,1919.0,1804.0,1519.632738824192,1815.0,33951100,7261,1719.05,1751.2026354290294,1744.654881902704,104.58081244598098,1906.9310527967104,1531.1689472032895,-6.9691236588143965,5.147091981251985,48.63333425252042,77.61806981519507,67.5192166780928,1519.632738824192,
2016-06-06,1750.0,1819.5,1737.0,1543.5947744947405,1759.5,24643700,7261,1729.45,1752.7263286327589,1746.2837601867973,106.28209000302024,1913.5849776658424,1545.3150223341577,-6.104369505157138,2.2213303240237616,45.8531536674786,74.47386286490156,75.07044178823558,1543.5947744947405,
