value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2016-01-06,1596,1287,1274,1287,1270,540,,1274.0,1274.0,,,,0.0,,,,,,
2016-01-07,1596,1246,1251,1251,1246,210,,1261.35,1261.8947368421054,,,,0.3194444444443434,,0.0,,,,
2016-01-08,1596,1255,1246,1256,1255,9030,,1258.7973421926908,1259.3505535055351,,,,0.3163215083484374,,15.774647887323937,,,1246.0,
2016-01-12,1596,1233,1287,1233,1208,150,,1245.0269801980198,1247.035766211108,,,,1.1787835249044747,,6.034983005885778,,,,1287.0
2016-01-18,1596,1154,1233,1154,1154,170,,1218.8956098900023,1224.3169641766988,,,,3.193121925391779,,2.8705666821356886,,,,1233.0
2016-01-25,1596,1320,1154,1320,1180,6070,,1212.1696255201111,1217.6332884439312,,,,3.106383994470889,,28.029010718323192,,,1154.0,
2016-01-26,1596,1103,1320,1165,1103,30,,1200.803640619192,1207.544544780355,,,,3.788182936190424,,23.3522983412891,,,,1320.0
2016-01-29,1596,1233,1165,1233,1233,10,,1208.1284675413585,1212.014077644239,,,,1.9321214518922716,,46.6384190439488,,,,1165.0
2016-02-02,1596,1260,1103,1260,1260,10,,1219.413897798098,1219.8474970606715,,,,-0.19443561369234885,1.5155471302166967,52.773537573533325,,,1103.0,
2016-02-15,1596,1100,1260,1130,1100,20,1213.2,1200.6319573297512,1206.0528520508446,,1308.3369539138184,1118.0630460861817,2.9374635282886175,1.8419319666932097,33.06293377387736,,,,1260.0
2016-02-23,1596,1110,1130,1110,1110,10,1196.8,1182.1169815227347,1192.0548434101513,87.12715855572999,1300.5142227469307,1093.0857772530692,5.605487261760345,2.429270057506099,31.13620440432649,,,,1130.0
2016-07-04,1596,1110,1110,1110,1110,10,1182.7,1167.708140603216,1180.619751306757,88.72901678657075,1291.3279890267695,1074.0720109732306,7.192918283465588,3.1933363658524487,31.13620440432649,,,,1110.0
2016-07-08,1596,1089,1109,1089,1080,60,1165.2,1150.4937295384107,1167.1284746696388,86.05577689243027,1277.9077637077407,1052.4922362922593,9.169818090600302,4.081229095374208,28.27024803236492,,,,1109.0
2016-07-11,1596,1110,1080,1110,1110,30,1154.5,1142.6592718608622,1159.7210448585438,91.20788824979458,1265.8130720086365,1043.1869279913635,9.046311528899423,4.731583495763946,34.73929561533123,,,1080.0,
2016-07-12,1596,1110,1080,1276,1110,20,1166.7,1168.1599351579923,1174.3637418288179,110.57192374350086,1299.741497285621,1033.658502714379,2.0896894257332406,4.618617432570874,57.55176059920394,,,1080.0,
2016-07-13,1596,1278,1087,1278,1278,100,1175.2,1188.970068756364,1187.0845611475754,107.12489522212908,1323.8251661058785,1026.5748338941216,-2.7322277216787825,3.894127359474295,57.743416163915946,58.88888888888889,,1087.0,
2016-07-14,1596,1428,1278,1428,1060,260,1167.7,1170.3615234309466,1175.4329436041505,93.56223175965665,1324.946430802101,1010.4535691978991,1.847520012235691,3.8847271995124526,39.63005737872825,50.0,,,1278.0
2016-07-15,1596,1179,1273,1179,1179,120,1162.3,1171.9757324623026,1175.8526440253966,95.62043795620438,1313.8098676654424,1010.7901323345575,1.1624618153348365,4.035493580515474,47.95353133245745,35.55327868852459,48.14738919247116,,1273.0
2016-07-19,1596,1120,1179,1121,1120,150,1148.3,1162.3121549709274,1169.3950551158018,88.88888888888889,1286.3899706712978,1010.2100293287023,3.1637343996696927,4.060634788446704,43.65640141430234,18.931159420289855,34.82814603627148,,1179.0
2016-07-25,1596,1090,1121,1090,1090,20,1144.3,1148.9225183400827,1160.3566961593017,96.46017699115043,1286.5337512688175,1002.0662487311824,5.708051287526587,4.072030791309619,41.6144026219704,18.931159420289855,24.471865843034763,,1121.0
2016-07-28,1596,1130,1060,1130,1130,10,1146.3,1145.4304269184731,1156.9480566544353,101.8018018018018,1287.1035510915824,1005.4964489084175,5.52827454226599,3.8870703756207754,45.288967166571695,14.492753623188406,17.451690821256033,1060.0,
2016-08-03,1596,1120,1061,1120,1120,100,1147.3,1140.7500925223083,1152.8496520267165,100.9009009009009,1287.1972480072423,1007.4027519927577,5.67611896699259,3.4988815841088075,44.534361479159806,14.492753623188406,15.972222222222214,1061.0,
2016-08-04,1596,1120,1062,1120,1120,100,1151.3,1136.9396326247625,1149.2452290456636,103.7037037037037,1285.4403742353504,1017.1596257646495,5.604745722007692,3.1164853833430595,44.534361479159806,17.21014492753623,15.398550724637673,1062.0,
2016-08-05,1596,1150,1063,1150,1090,40,1149.3,1128.335474604504,1142.8071646434314,98.1981981981982,1286.407403155336,1012.1925968446639,6.714481911736357,3.6303512151211836,42.09408330686079,13.586956521739129,15.096618357487912,1063.0,
2016-08-15,1596,1080,1066,1080,1080,10,1129.7,1119.488587808853,1136.0406838872245,84.63949843260188,1242.6674289341836,1016.7325710658165,7.708081582228488,4.790385582221991,41.28205926632286,9.96376811594203,13.58695652173912,1066.0,
2016-08-17,1596,1090,1069,1090,1090,10,1110.9,1114.0978018601654,1131.1185953258944,85.28951486697966,1167.3017730217746,1054.4982269782256,7.700012595262251,5.440662535891609,42.47707460211606,7.246376811594203,10.265700483091779,1069.0,
2016-08-25,1596,1120,1072,1120,1120,10,1113.9,1115.1757098851413,1129.9380897017293,102.75229357798166,1168.7047443201752,1059.095255679825,6.112494386482467,5.990666154908013,46.025971899382526,9.96376811594203,9.057971014492745,1072.0,
