Date,Open,High,Low,Close,Adj Close,Volume,Code,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2018-01-04,4055,4080,4020,4045,4045,800300,5711,,4045.0,4045.0,,,,0.0,,,,,,
2018-01-05,4070,4120,4070,4115,4115,977500,5711,,4083.5,4081.842105263158,,,,-0.9722222222221717,,100.0,,,,
2018-01-09,4165,4200,4080,4080,4095,1186800,5711,,4088.1229235880396,4086.69741697417,,,,-0.8098284935440461,,76.47058823529412,,,,4080.0
2018-01-10,4100,4135,4080,4080,4110,605400,5711,,4095.3304455445545,4093.4733934283227,,,,-1.052010326137406,,80.22813688212928,,,4080.0,
2018-01-11,4110,4180,4110,4080,4165,695000,5711,,4115.3306797905925,4110.939781690313,,,,-2.551637022209434,,87.87443946188341,,,4080.0,
2018-01-12,4170,4230,4165,4080,4230,760100,5711,,4145.114263135825,4136.349648603485,,,,-5.11407933357259,,91.8740233201106,,,4080.0,
2018-01-15,4265,4295,4160,4089,4200,703300,5711,,4158.339520907017,4148.550141833545,,,,-5.554425190063739,,78.93311382803911,,,4089.0,
2018-01-16,4230,4245,4200,4105,4225,611200,5711,,4173.505101155692,4161.973400249703,,,,-6.4348436833370215,,81.29729099463322,,,4105.0,
2018-01-17,4140,4165,4090,4295,4155,721000,5711,,4169.479038716665,4160.835033698998,,,,-4.464537636763453,-2.994842656427762,60.74242991807106,,,,4295.0
2018-01-18,4165,4165,4075,4165,4080,732900,5711,4142.0,4150.68341499678,4148.4241081783675,,4261.849906132629,4022.150093867371,-0.46797856276134553,-3.0468402745123564,47.02396238505654,,,,4165.0
2018-01-19,4085,4115,4055,4161,4105,514400,5711,4148.0,4141.350864444331,4142.095810491034,101.48331273176761,4252.899952335547,4043.1000476644535,1.2559476415390236,-2.7992658452055568,50.99680418167755,,,,4161.0
2018-01-22,4085,4095,4045,4115,4060,436800,5711,4142.5,4125.097110616959,4130.655009250633,98.66342648845686,4258.8829884476245,4026.117011552375,4.016591345421148,-2.262996974209424,44.524251223320604,,,,4115.0
2018-01-23,4080,4130,4070,4045,4125,564100,5711,4145.5,4125.078050788902,4129.896775472524,100.73260073260073,4258.322870021995,4032.6771299780053,3.258128425328323,-1.78409266849101,53.67107656247292,,,4045.0,
2018-01-24,4090,4115,4070,4045,4095,519300,5711,4144.0,4119.258749415209,4125.371966847034,99.63503649635037,4259.047816146157,4028.952183853843,3.8220542957315047,-1.07590474427535,49.605781341313694,,,4045.0,
2018-01-25,4085,4105,4075,4046,4080,536300,5711,4135.5,4111.750734690264,4119.658396745907,97.95918367346938,4255.537494142455,4015.462505857545,4.68226355623483,0.012577799036585525,47.66186529207827,,,4046.0,
2018-01-26,4100,4105,4060,4047,4065,512700,5711,4119.0,4102.893410760915,4112.9493587940615,96.09929078014184,4227.332820511608,4010.667179488393,5.728608947396424,1.2662482587543815,45.73190153308141,16.7741935483871,,4047.0,
2018-01-29,4090,4100,4040,4130,4080,452600,5711,4107.0,4098.58894702606,4108.994936768237,97.14285714285714,4202.624264703057,4011.3757352969437,5.644168735656422,2.6083607497536527,47.99952084926179,12.582781456953644,,,4130.0
2018-01-30,4100,4145,4055,4040,4125,1105900,5711,4097.0,4103.524187620552,4110.878095046378,97.63313609467455,4154.480431452802,4039.519568547198,3.5360414117303662,3.4973139773640773,54.18457117096803,19.078947368421055,16.145307457920598,4040.0,
2018-01-31,4075,4130,4045,4040,4045,845400,5711,4086.0,4092.6430899351817,4103.261380325348,97.352587244284,4136.556898639061,4035.4431013609387,5.393565748124729,4.148596678573641,44.13436575429551,16.99346405228758,16.218397625887423,4040.0,
2018-02-01,4075,4135,4055,4042,4105,632300,5711,4088.5,4094.93114974635,4103.459305355886,100.61274509803921,4140.084881506118,4036.9151184938814,3.917908981763958,4.444370160820856,51.41322494879532,20.26143790849673,18.777949776401787,4042.0,
