value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2018-01-04,2034,9930,9910,9930,9900,347,,9910.0,9910.0,,,,0.0,,,,,,
2018-01-05,2034,9910,9920,9930,9910,48,,9915.5,9915.263157894737,,,,-0.1388888888868678,,100.0,,,,
2018-01-09,2034,9820,9930,9820,9700,90,,9832.890365448506,9839.520295202952,,,,3.931018816494543,,4.234527687296406,,,,9930.0
2018-01-10,2034,9670,9820,9750,9610,59,,9805.581683168317,9813.489386449548,,,,4.5678324455675465,,19.95811518324608,,,,9820.0
2018-01-11,2034,9780,9750,9780,9660,325,,9789.62569361385,9797.985641376277,,,,4.712932271007958,,19.95811518324608,,,,9750.0
2018-01-12,2034,9660,9610,9780,9660,376,,9787.125568493371,9794.147140488176,,,,3.7850947157512564,,29.960757864421083,,,9610.0,
2018-01-15,2034,9930,9613,9930,9700,5,,9797.456584179134,9801.019413148972,,,,1.6136797811996075,,42.792457211017364,,,9613.0,
2018-01-16,2034,9790,9625,9790,9660,92,,9770.734645223081,9779.770520148628,,,,4.974512284861703,,26.881364989278424,,,9625.0,
2018-01-17,2034,9750,9637,9750,9650,80,,9744.46701144296,9758.586246463603,,,,7.930756491563443,3.4863264352843544,24.888209836888365,,,9637.0,
2018-01-18,2034,9600,9930,9710,9570,29,9755.0,9707.819140101847,9729.631846966593,,9965.19038988498,9544.80961011502,12.349585046402353,4.8585025515512825,20.519029085420996,,,,9930.0
2018-01-19,2034,9570,9710,9730,9570,174,9732.0,9702.136037572309,9722.398880866594,97.67911200807265,9918.29009635512,9545.70990364488,10.912307896640414,6.086413305498758,36.917478302362305,,,,9710.0
2018-01-22,2034,9680,9570,9830,9680,14,9723.0,9727.683023248339,9737.394079889382,99.09274193548387,9878.19020587653,9567.80979412347,4.090897277090335,6.104177578898291,51.58619418307021,,,9570.0,
2018-01-23,2034,9840,9830,9840,9570,71,9709.0,9696.734694376359,9714.949581568982,98.55818743563337,9889.54362353736,9528.45637646264,9.31939151435472,6.6321285865413095,35.97212956566473,,,,9830.0
2018-01-24,2034,9500,9824,9510,9430,222,9685.0,9660.606506711307,9688.375274289388,97.53846153846155,9898.213508014853,9471.786491985147,14.865848253077274,7.76023036232679,33.4555361086168,,,,9824.0
2018-01-25,2034,9420,9510,9470,9410,70,9655.0,9620.329198414132,9658.3573153012,96.92307692307692,9904.519538313134,9405.480461686866,20.525360172288856,9.620259857497635,31.11155897176218,,,,9510.0
2018-01-26,2034,9490,9470,9490,9380,133,9616.0,9576.691374661039,9625.417830790144,96.0122699386503,9895.313444001536,9336.686555998464,26.14901822678803,12.346408573674125,28.928824777987444,8.280254777070063,,,9470.0
2018-01-29,2034,9300,9462,9300,9120,850,9562.0,9522.787103331097,9585.162611675838,94.50661241098678,9862.905300717684,9261.094699282316,33.278149437706816,15.49125714621247,25.693381591213466,11.702127659574469,,,9462.0
2018-01-30,2034,9230,9300,9350,9160,391,9529.0,9490.499639161997,9557.493341490914,96.5909090909091,9843.0,9215.0,34.58524828906593,18.45286734593497,30.701372740766914,18.89400921658986,12.958797217744797,,9300.0
