value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2018-01-04,9012,2809,2840,2840,2809,400,,2840.0,2840.0,,,,0.0,,,,,,
2018-01-05,9012,2840,2839,2840,2839,300,,2839.4500000000003,2839.4736842105262,,,,0.013888888888686779,,0.0,,,,
2018-01-09,9012,2838,2840,2838,2838,400,,2838.8671096345515,2838.929889298893,,,,0.03668648014263454,,0.0,,,,2840.0
2018-01-10,9012,2838,2838,2838,2838,200,,2838.581435643565,2838.659494038965,,,,0.04479137463840743,,0.0,,,,2838.0
2018-01-11,9012,2821,2838,2844,2821,300,,2834.682574851474,2835.323923713707,,,,0.382306632332984,,0.0,,,2838.0,
2018-01-12,9012,2823,2844,2823,2823,100,,2831.6482066251656,2832.693748279299,,,,0.6122267512751023,,0.0,,,,2844.0
2018-01-15,9012,2845,2823,2845,2845,100,,2834.8654524740623,2835.052609424786,,,,0.06872097887753625,,60.27371775955152,,,2823.0,
2018-01-16,9012,2845,2845,2845,2790,1700,,2831.4834903955452,2832.4096343952383,,,,0.5239796159489742,,34.68760510442513,,,,2845.0
2018-01-17,9012,2816,2843,2816,2816,300,,2828.114824718873,2829.7308581546727,,,,0.9270535132964142,0.2899615817111933,32.32333466414883,,,,2843.0
2018-01-18,9012,2825,2816,2825,2821,200,2830.5,2826.620311923845,2828.390374637436,,2850.324227601599,2810.675772398401,0.9845812387961814,0.39935949713299124,38.01097754859967,,,,2816.0
2018-01-19,9012,2845,2790,2845,2830,200,2829.5,2827.3107399451396,2828.624949137332,99.64788732394366,2848.2882942280557,2810.7117057719443,0.6696111241926701,0.47221752327787825,46.69495817122169,,,2790.0,
2018-01-22,9012,2880,2791,2880,2841,400,2829.7,2830.0458290499746,2830.349525536698,100.0704473406129,2848.926024029944,2810.4739759700556,0.03530238238181482,0.47206373463778717,54.993699577219694,,,2791.0,
2018-01-23,9012,2840,2794,2847,2824,500,2830.6,2833.3734114840504,2832.5820510021886,100.31712473572938,2852.0140141029187,2809.185985897081,-0.6147412426039409,0.3987823327219707,58.764698166031785,,,2794.0,
2018-01-24,9012,2833,2797,2845,2833,300,2831.3,2835.622846562044,2834.192195262664,100.24665257223397,2854.0517032329453,2808.548296767055,-0.9523483149600906,0.25048733857829575,57.0487942953408,,,2797.0,
2018-01-25,9012,2880,2800,2880,2850,300,2833.8,2838.3723961865962,2836.182829717992,100.88495575221239,2858.6322371122706,2808.96776288773,-1.349027930835291,0.03257015167714093,60.17927010585078,,,2800.0,
2018-01-26,9012,2880,2803,2880,2880,200,2839.5,2846.2590994399407,2841.561162707359,102.01912858661,2875.4694314661774,2803.5305685338226,-2.791450421583704,-0.2852266705963302,72.92848591433219,75.92592592592592,,2803.0,
2018-01-29,9012,2870,2806,2881,2870,400,2843.0,2852.603129360117,2846.1744052832505,101.23022847100177,2886.4603267360017,2799.5396732639983,-3.6801563272820204,-0.7523528865108852,72.92848591433219,88.56088560885608,,2806.0,
