value_date,stock_code,open,close,HIGH,LOW,VOLUME,SMA,EMA,SMMA,MOMENTUM,BBAND_UPPER,BBAND_LOWER,MACD,MACD_SIGNAL,RSI,STOCH,STOCHAS_SIGNAL,PSARBULL,PSARBEAR
2018-01-04,9941,904,890,915,889,10200,,890.0,890.0,,,,0.0,,,,,,
2018-01-05,9941,890,898,898,890,1400,,894.4,894.2105263157895,,,,-0.11111111111119953,,100.0,,,,
2018-01-09,9941,908,915,908,890,3200,,896.6511627906976,896.3468634686346,,,,-0.17627683337730105,,100.0,,,,915.0
2018-01-10,9941,900,898,907,893,6100,,898.7428217821781,898.281477173597,,,,-0.26562353985605114,,100.0,,,,898.0
2018-01-11,9941,898,890,905,896,3000,,899.6778690613909,899.1895191814606,,,,-0.27471002897357266,,91.60753609004159,,,890.0,
2018-01-12,9941,901,890,901,892,7900,,898.722599425862,898.5088110568785,,,,-0.10192686745017454,,59.397385987820805,,,890.0,
2018-01-15,9941,900,890,906,896,3900,,898.7894418207803,898.6029621062246,,,,-0.08637516764895281,,65.8608950836778,,,890.0,
2018-01-16,9941,899,906,899,882,11700,,896.1072869900188,896.5656848308944,,,,0.30558151001548595,,39.0694425840594,,,,906.0
2018-01-17,9941,895,899,895,885,4600,,893.9082950380913,894.8408989637264,,,,0.5761500453658073,-0.014921332559550946,37.69338316497108,,,,899.0
2018-01-18,9941,899,882,899,886,1400,894.7,892.2471089107742,893.4835204416514,,907.570120434557,881.8298795654431,0.7321855133618556,0.06643261336954412,37.69338316497107,,,882.0,
2018-01-19,9941,887,882,899,885,2200,895.1,892.6052026457608,893.5587882256489,100.4494382022472,907.6043992258725,882.5956007741275,0.5249609349417597,0.13710728515320625,53.0393279034464,,,882.0,
2018-01-22,9941,894,882,900,894,5300,895.2,893.8828714533597,894.3170707987174,100.11135857461025,907.8111062163476,882.5888937836525,0.1877667554014124,0.17755657279528553,59.71727536545031,,,882.0,
2018-01-23,9941,891,882,900,891,4200,895.0,894.6909371895738,894.8108845484447,99.77777777777777,907.36122971229,882.63877028771,-0.0036915361948786085,0.20666012875763803,57.94259036022396,,,882.0,
2018-01-24,9941,896,882,901,896,4500,894.6,895.5246260249319,895.3540563880118,99.55703211517165,906.1308282443197,883.0691717556804,-0.17031605824092821,0.21825945883904296,59.24685903972152,,,882.0,
2018-01-25,9941,899,883,901,896,5200,894.4,896.3805160928775,895.939107607027,99.77827050997783,905.4706820024784,883.3293179975216,-0.3166914224074162,0.19439673051046055,60.56391146125197,,,883.0,
2018-01-26,9941,990,884,1050,917,394800,897.9,902.9394714817893,900.2426523813734,103.90625,922.5649548955599,873.23504510444,-1.6622226283344617,0.019302568212070683,81.030472275976,37.00440528634361,,884.0,
2018-01-29,9941,935,896,946,921,28700,900.3,906.7112911730729,902.9738787228298,102.66963292547275,929.2281869462987,871.3718130537012,-2.189718506367285,-0.2579529891637928,70.81642194155441,29.83425414364641,,896.0,
2018-01-30,9941,919,1050,930,905,33900,903.2,908.447004357939,904.5065342181535,103.26944757609921,932.0277643947638,874.3722356052363,-2.1875204975751785,-0.5650274939350134,63.29791252803227,24.6031746031746,30.480611344388212,,1050.0
2018-01-31,9941,908,930,923,904,16300,905.0,907.6201959767662,904.4479695824672,102.0316027088036,931.4575131106462,878.5424868893538,-1.6120452652223776,-0.8254975804443726,52.924484584208024,19.246031746031747,24.561153497617592,,930.0
2018-02-01,9941,918,923,918,910,4500,908.0,909.1718373426457,905.7630564910635,103.38600451467268,931.8327505756264,884.1672494243736,-1.6882667373591858,-1.0714117662555889,59.98643738631446,17.857142857142858,20.568783068783073,,923.0
2018-02-02,9941,923,904,923,900,8500,909.1,908.4019378432886,905.6773757408846,101.23042505592841,931.1988687493279,887.0011312506722,-1.2131160782610095,-1.2270654144403024,52.248896265374185,15.674603174603174,17.5925925925926,904.0,
2018-02-05,9941,880,923,886,879,10500,907.3,903.3587573799533,902.9400769464633,97.99777530589544,934.6941599615687,879.9058400384312,0.1926955287143528,-1.2052446294503878,40.09654976326947,11.637080867850099,15.056275633198714,,923.0
