119 1:(1332) 0 (0f1721)
117 2:(1332) 0 (0f1812)
118 4:(1332) 0 (0f2801)
113 7:(1332) 0 (0f3861)
101 8:(1332) 0 (0f3863)
109 9:(1332) 0 (0f4021)
102 10:(1332) 0 (0f4272)
149 11:(1332) 0 (0f4507)
119 19:(1332) 0 (0f4519)
100 20:(1332) 0 (0f4901)
100 21:(1332) 0 (0f4902)
104 22:(1332) 0 (0f5002)
106 23:(1332) 0 (0f5901)
134 24:(1332) 0 (0f6178)
108 25:(1332) 0 (0f6674)
104 26:(1332) 0 (0f6703)
108 27:(1332) 0 (0f7911)
125 28:(1332) 0 (0f7912)
106 34:(1332) 0 (0f8252)
106 35:(1332) 0 (0f8267)
103 36:(1332) 0 (0f8729)
105 37:(1332) 0 (0f9007)
107 39:(1332) 0 (0f9008)
135 40:(1332) 0 (0f9301)
104 42:(1332) 0 (0f9503)
119 43:(1332) 0 (0f9613)
122 49:(1332) 0 (0f9735)
114 51:(1332) 0 (0f9983)
110 52:(1333) 0 (0f3382)
110 53:(1333) 0 (0f4543)
100 54:(1333) 0 (0f4911)
101 55:(1333) 0 (0f7912)
103 56:(1333) 0 (0f8028)
125 57:(1333) 0 (0f8267)
106 61:(1333) 0 (0f9022)
113 62:(1333) 0 (0f9503)
102 63:(1605) 0 (0f1808)
133 64:(1605) 0 (0f1963)
107 65:(1605) 0 (0f3103)
126 66:(1605) 0 (0f3105)
100 69:(1605) 0 (0f3289)
120 70:(1605) 0 (0f3405)
121 71:(1605) 0 (0f4188)
101 81:(1605) 0 (0f5401)
104 82:(1605) 0 (0f5703)
115 83:(1605) 0 (0f5711)
106 84:(1605) 0 (0f5714)
106 85:(1605) 0 (0f6113)
111 86:(1605) 0 (0f6178)
108 87:(1605) 0 (0f6302)
109 88:(1605) 0 (0f6361)
108 89:(1605) 0 (0f6471)
102 90:(1605) 0 (0f6473)
108 91:(1605) 0 (0f6503)
113 92:(1605) 0 (0f6703)
104 93:(1605) 0 (0f6841)
104 94:(1605) 0 (0f7003)
103 95:(1605) 0 (0f7272)
103 96:(1605) 0 (0f7762)
122 97:(1605) 0 (0f8001)
102 98:(1605) 0 (0f8015)
124 99:(1605) 0 (0f8306)
104 112:(1605) 0 (0f8411)
117 113:(1605) 0 (0f8750)
103 115:(1605) 0 (0f8795)
117 117:(1605) 0 (0f9104)
117 120:(1721) 0 (0f2002)
107 121:(1721) 0 (0f2801)
136 122:(1721) 0 (0f3861)
101 123:(1721) 0 (0f4021)
108 124:(1721) 0 (0f4507)
113 125:(1721) 0 (0f4519)
101 126:(1721) 0 (0f4901)
107 127:(1721) 0 (0f4902)
120 128:(1721) 0 (0f5020)
101 132:(1721) 0 (0f5202)
140 133:(1721) 0 (0f6367)
103 142:(1721) 0 (0f6952)
122 143:(1721) 0 (0f7912)
107 152:(1721) 0 (0f7912) 0 (1f9007) 0 (b0)
110 161:(1721) 0 (0f8002)
112 162:(1721) 0 (0f8015)
106 163:(1721) 0 (0f8058)
105 164:(1721) 0 (0f8252)
106 165:(1721) 0 (0f8267)
117 166:(1721) 0 (0f8630)
121 167:(1721) 0 (0f8725)
125 168:(1721) 0 (0f9007)
125 182:(1721) 0 (0f9613)
114 194:(1721) 0 (0f9735)
120 197:(1721) 0 (0f9983)
177 202:(1801) 0 (0f1803)
102 205:(1801) 0 (0f1803) 0 (1f5333) 0 (b0)
102 213:(1801) 0 (0f1803) 0 (1f7211) 0 (b0)
105 228:(1801) 0 (0f1925)
135 229:(1801) 0 (0f1928)
139 232:(1801) 0 (0f2269)
102 235:(1801) 0 (0f2269) 0 (1f2802) 0 (b0)
102 238:(1801) 0 (0f2432)
111 239:(1801) 0 (0f2502)
142 240:(1801) 0 (0f2802)
107 245:(1801) 0 (0f4043)
102 246:(1801) 0 (0f5233)
132 247:(1801) 0 (0f5333)
105 257:(1801) 0 (0f5706)
102 258:(1801) 0 (0f5802)
108 259:(1801) 0 (0f5803)
106 260:(1801) 0 (0f6971)
117 261:(1801) 0 (0f7186)
116 266:(1801) 0 (0f7203)
134 267:(1801) 0 (0f7211)
110 269:(1801) 0 (0f8053)
120 270:(1801) 0 (0f8304)
114 275:(1801) 0 (0f8802)
102 276:(1801) 0 (0f8830)
106 277:(1801) 0 (0f9001)
109 278:(1801) 0 (0f9020)
130 279:(1801) 0 (0f9062)
102 280:(1801) 0 (0f9202)
108 281:(1801) 0 (0f9433)
109 282:(1801) 0 (0f9531)
120 283:(1801) 0 (0f9532)
114 284:(1802) 0 (0f1808)
134 286:(1802) 0 (0f2501)
107 289:(1802) 0 (0f2802)
112 290:(1802) 0 (0f3086)
108 291:(1802) 0 (0f3103)
109 292:(1802) 0 (0f3289)
135 293:(1802) 0 (0f3402)
106 299:(1802) 0 (0f3402) 0 (1f5714) 0 (b0)
129 303:(1802) 0 (0f3405)
106 307:(1802) 0 (0f3405) 0 (1f5714) 0 (b0)
103 312:(1802) 0 (0f3405) 0 (1f6113) 0 (b0)
109 317:(1802) 0 (0f4042)
104 318:(1802) 0 (0f4063)
115 319:(1802) 0 (0f4183)
117 321:(1802) 0 (0f4188)
100 332:(1802) 0 (0f4208)
122 333:(1802) 0 (0f5101)
100 337:(1802) 0 (0f5101) 0 (1f5714) 0 (b0)
102 342:(1802) 0 (0f5108)
122 343:(1802) 0 (0f5233)
101 345:(1802) 0 (0f5233) 0 (1f5714) 0 (b0)
109 349:(1802) 0 (0f5332)
138 350:(1802) 0 (0f5333)
103 360:(1802) 0 (0f5333) 0 (1f9101) 0 (b0)
142 371:(1802) 0 (0f5703)
108 375:(1802) 0 (0f5703) 0 (1f5714) 0 (b0)
105 386:(1802) 0 (0f5707)
163 387:(1802) 0 (0f5714)
102 410:(1802) 0 (0f5714) 0 (1f6113) 0 (b0)
103 415:(1802) 0 (0f5714) 0 (1f6302) 0 (b0)
102 421:(1802) 0 (0f5714) 0 (1f6503) 0 (b0)
105 426:(1802) 0 (0f5714) 0 (1f6902) 0 (b0)
100 453:(1802) 0 (0f5801)
118 454:(1802) 0 (0f5803)
133 455:(1802) 0 (0f6113)
100 462:(1802) 0 (0f6113) 0 (1f6503) 0 (b0)
103 465:(1802) 0 (0f6301)
119 466:(1802) 0 (0f6302)
112 469:(1802) 0 (0f6326)
103 470:(1802) 0 (0f6471)
102 471:(1802) 0 (0f6472)
100 472:(1802) 0 (0f6473)
124 473:(1802) 0 (0f6503)
102 485:(1802) 0 (0f6773)
133 486:(1802) 0 (0f6902)
100 494:(1802) 0 (0f7012)
125 495:(1802) 0 (0f7186)
104 501:(1802) 0 (0f7186) 0 (1f8331) 0 (b0)
108 508:(1802) 0 (0f7202)
119 509:(1802) 0 (0f7203)
106 512:(1802) 0 (0f7261)
105 513:(1802) 0 (0f7267)
100 514:(1802) 0 (0f7762)
122 515:(1802) 0 (0f8304)
102 518:(1802) 0 (0f8316)
120 519:(1802) 0 (0f8331)
114 530:(1802) 0 (0f8355)
109 534:(1802) 0 (0f8604)
109 536:(1802) 0 (0f8801)
113 538:(1802) 0 (0f8804)
